SETTLE (BOTTOMS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD748585,Long,-2.386124,Lat,54.02188,Elevation,864,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3088/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,3.16,4.69,6.19,5.34,9.91,4.67,5.41,4.45,4.98,6.45,4.93,13.36,3.23,7.32,5.35,6.12,2.84,5.72,1.72,5.44,5.34,8.81,8.23,2.51,1.2,4.95,9.15,7.84,4.45,6.79,5.3,11.5,4.6,4.4,5.92,6.6,2.42,5.3,4,5.7,7.85,6.5,4.32,7.23
February,,,,,,,,1.09,6.72,1.63,4.07,0.59,6.06,6.35,0.82,6.23,6.23,3.22,6.49,1.24,0.45,5.74,0.19,6.2,0.49,7.6,2.17,9.07,3.41,5.83,2.11,6.18,2.33,3.66,2.72,8.41,6.11,1.59,4.97,4,8.5,4.6,1.82,2.95,4,2.37,1.4,4.46,8.85,1.25,5.46
March,,,,,,,,3.15,1.87,5.63,4.21,4.9,2.85,2.06,1.86,1.53,2.35,4.86,4.27,1.1,4.08,0.82,3.78,2.87,2.8,1.77,3.44,1.81,1.71,2.77,4.5,3.17,4.37,2.03,0.88,2.54,1.41,7.05,3.86,2.4,2.95,5.3,3.86,1.5,3.28,1.89,2.68,4.8,1.4,3.08,1.78
April,,,,,,,,1.81,1.21,2.48,6.02,1.55,3.78,4.23,2.19,3.63,2.11,4.34,1.66,1.71,3.65,3.29,5.05,1.95,2.9,3.84,1.12,4.47,0.98,2.34,4.02,1.62,2.61,3.87,2.85,3.76,1.65,5.1,2.91,7.03,4.16,3.59,3.75,3.02,1.72,2.3,2.15,1.29,1.75,3.99,4.58
May,,,,,,,,2.79,2.26,2.45,6.56,2.84,1.69,4.53,7.52,4.81,3.36,1.78,0.68,2.7,1.66,2.56,4.92,2.41,4.11,1.35,1.54,2.53,3.92,1.1,1.72,3.43,4.44,3.89,3.44,4.27,0.99,3.47,3.25,2.97,2.05,1.53,2.2,2.9,3.81,5.2,2.2,3.2,6.62,0.93,1.96
June,,,,,,,,3.46,2.13,1.47,2.89,0.38,2.85,1.16,2.87,0.06,3.04,4.18,8.14,1.99,2.25,6.03,2.06,2.39,2.62,4.1,3.68,2.3,6.38,4.3,0.94,0.51,1.73,5.42,3.45,4.23,4.34,4.15,6.69,1.18,3.51,1.87,4.77,2.95,4.23,3.44,3.15,2.35,4.19,3.75,2.44
July,,,,,,,,1.79,4.03,1.79,6.75,2.81,6.4,5.06,5.4,1.84,3.82,6.46,3.1,5.11,5.8,4.24,6.51,5.03,2.28,2.47,5.05,2.69,5.18,7.13,6.47,1.81,5.55,4.21,4.15,4.39,4.99,3.54,1.94,3.56,4.86,2.86,2.4,8.4,6.72,1.7,6.43,6.6,4.39,4.8,8.66
August,,,,,,,,7.87,4.15,4.43,2.91,6.61,4.95,7.69,5.61,5.11,4.87,7.57,7.17,6.38,8.19,4.65,1.59,1.93,6.12,1.99,3.07,2.75,5.5,2.56,2,9.21,6.01,7.05,3.61,3.19,7.9,0.25,5.75,3.35,10.34,4.35,8.95,6.29,5.95,1.12,11.53,6.3,5.8,0.54,4.34
September,,,,,,,,4.86,11.97,3.24,2.45,2.26,5.66,6.5,6.55,3.97,5.26,7.77,1.59,2.44,3.57,1.98,7,2.09,4.41,9.95,5.46,3.17,1.95,1.23,7.52,0.98,3.65,4.87,6.99,5.21,11.46,5.15,6.25,2.2,10.01,4.63,6.71,7.6,8.47,4.05,3.68,6.35,6.65,0.59,3.89
October,,,,,,,,7.26,4.63,2.54,2.05,3.57,1.46,8.29,5.6,6.78,4.67,6.06,8.12,7.4,8.31,2.9,9.08,4.72,8,10.45,6.17,2.34,17.15,2.85,4.74,8.84,7.2,5.01,7.51,8.31,0.88,1.23,3.6,6.94,5.61,2.2,4.96,1.67,12.48,3.41,4.28,8.1,5.25,7.06,3.94
