"WEETWOOD RESERVOIR LEEDS - old gauge, No 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE271373,Long,-1.589729,Lat,53.831259,Elevation,328,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,,,,,2.97,2.76,2.37,0.99,3.61,2.61,1.9,3.69,0.82,3.73,2.76,1.47,0.14,0.46,2.66,3.72,3.63,1.43,4.11,2.19,0.8,0.84,2.99,1.49,1.93,1.08,2.74,4.03,0.47,2.06,0.89,3.52,3.88,1.66,1.16,1.99,2.78,0.75,3.19,,,,4.17,0.68,4.08,2.82,1.31,3.21,1.19,2.28,1.98,3.18,3.09,3.41,2.9,,,,,,,,
February,,,,,,,,,1.59,2.83,2.01,2.74,3.16,0.87,1.16,1.33,2.41,2.11,1.05,3.19,2.06,3.62,1.82,2.18,2.29,2.32,0.46,0.97,0.84,1.2,1.02,0.02,2.04,3.26,4.06,0.26,0.79,2.71,1.58,1.9,4.26,1.54,1.38,1.93,3.51,1.22,1.99,,,,2.53,1.54,1.72,0.72,1.36,3.31,3.5,0.54,2.68,1.45,1.62,0.16,2.75,,,,,,,,
March,,,,,,,,,2.33,1.31,1.63,0.96,2.39,2.54,1.65,0.43,3.54,2.96,0.7,1.41,2.07,3.21,2.45,0.92,1.7,1.45,2.54,1.3,3.51,2.45,1.8,1.21,1.07,0.3,1.64,2.04,2.76,2.55,0.89,1.1,0.62,1.65,0.71,3.27,1.72,2.09,1.58,,,,0.43,0.84,3.11,2.5,2.57,0.82,3.83,2.42,1.36,3.72,2.25,1.23,,,,,,,,,
April,,,,,,,,,1.26,1.96,0.81,3.58,3.38,0.53,1.23,0.68,2.39,3.83,2.28,2.33,2.15,1.64,3.69,3.06,2.12,1.49,1.72,0.56,2.74,2.74,0.88,1.69,1.59,0.74,2.61,1.69,1.25,1.62,2.44,1.76,1.17,2.46,1.52,1.16,1.48,2.24,0.51,,,,2.31,0.79,0.23,2.65,1.01,0.98,1.16,1.35,0.96,1.56,3.38,1.29,,,,,,,,,
May,,,,,,,,,1.25,4.23,1.39,0.9,1.41,3.27,0.73,1.51,0.95,2.1,4.67,1.5,2.16,1.24,1.22,1.02,0.96,2.11,5.03,2.05,0.74,2.83,2.74,2.04,2.86,1.76,1.5,0.43,0.49,0.86,2.11,3.22,1.17,0.95,2.77,3.15,2.82,0.63,1.84,,,,1.79,1.09,3.22,2.55,0.94,1.73,2.33,2.18,3.08,1.55,2.8,1.2,,,,,,,,,
June,,,,,,,,,0.18,0.72,1.76,3.43,4.57,1.32,0.66,2.31,2.27,1.48,3.43,4.22,3.18,2.04,3.34,3.25,0.87,2.75,0.89,0.07,2.64,0.31,2.71,1.14,4.57,1.45,2.73,3.48,3.9,3.4,1.61,1.47,2.52,0.85,1.69,1.62,1.19,1.48,1.21,,,,2.97,3.89,4.83,1.54,1.98,1.41,2.12,1.15,1.02,1.21,1.79,0.03,,,,,,,,,
July,,,,,,,,,0.37,0.48,0.79,2.97,5.3,2.88,2,3.37,1.99,3.61,0.98,2.79,4.48,2.44,3.27,3.14,4.59,1.03,4.57,1.64,4.42,1.56,1.88,3.06,1.44,4.6,2.86,5.32,1.67,0.47,0.62,1.79,3.43,0.99,1.98,3,2.93,1.43,1.27,,,,3.18,0.48,4.52,0.74,3.71,3.79,1.26,0.91,3.69,3.03,6.66,0.74,,,,,,,,,
August,,,,,,,,,1.75,1.9,2.26,1.12,2.8,2.42,1.93,2.28,2.24,4.23,5.92,3.7,1.37,3.56,1.81,2.47,1.06,0.82,3.09,1.17,2.26,3.16,3.93,3.3,2.76,1.46,2.25,1.92,1.94,2.64,3.36,1.72,4.54,1.24,3.16,2.72,3.26,4,1.75,,,,3.57,1.6,5.12,1.01,1.88,2.8,2.18,4.76,1.97,2.04,1.65,3.9,,,,,,,,,
September,,,,,,,,,3.3,4.55,0.95,5.52,4.1,1.8,2.23,2.72,3.45,3.19,2.97,1.54,3.58,2.55,1.77,4.82,1.85,3.38,1.33,2.8,0.64,1.04,1.7,1.54,1.27,1.56,0.67,0.82,3.65,2.26,0.45,3.47,0.63,0.99,1.07,3.62,0.99,1.47,0.53,,,,0.09,2.44,1.28,1.27,1.25,0.76,1.69,0.81,5.87,0.88,1.32,1.06,,,,,,,,,
October,,,,,,,,,2.7,1.71,6.56,3.08,5.17,2.18,2.23,4.12,2.95,3.56,2.52,0.7,5.31,3,3.87,3.17,1.24,4.75,4.36,1.91,0.51,3.7,0.85,3.87,6.9,2.12,4.49,3.2,4,1.74,4.01,2.45,3.28,1.74,2.58,7.04,0.5,1.93,4.06,,,,3.43,2.6,2.56,2.74,2.26,1.23,4.31,4.07,1.65,3.1,2.86,1.86,,,,,,,,,
November,,,,,,,,,1.94,1.96,2.4,0.96,4.84,2.29,2.26,3.93,3.01,2.65,3.02,1.35,2.43,3.48,3.49,2.91,1.13,1.93,1.66,1.88,5.84,0.93,3.02,3.01,1.75,1.86,1.22,2.8,1.71,2.31,2.32,1.17,2.91,3.76,1.58,1.46,1.94,3.78,3.21,,,,4.28,2.39,1.57,1.76,3.4,2.09,3.57,1.61,1.01,2.13,1.29,2.32,,,,,,,,,
December,,,,,,,,,6.38,4.63,3.01,1.36,3.11,0.39,2.45,1.95,6.41,2.25,1.77,1.44,4.01,2.71,5.49,1.19,2.18,0.52,3.48,1.61,1.78,1.62,0.71,4.64,0.57,2.83,1.61,3.13,3.41,2.85,2.38,2.52,2.96,4.69,2.33,1.07,1.75,0.34,2.47,,,,2.14,3.27,2.2,1.92,5.38,6.48,2.2,1.6,4.28,3.41,2.67,3.09,,,,,,,,,
Total,,,,,,,,,26.02,29.04,25.94,27.61,43.84,23.1,20.43,28.32,32.43,35.7,32.07,25.64,32.94,29.95,34.88,31.85,23.62,23.98,33.24,18.15,26.72,22.38,24.23,27.01,28.75,23.02,28.38,29.12,26.04,25.47,22.66,26.09,31.37,22.52,21.93,32.03,24.87,21.36,23.61,,,,30.89,21.61,34.44,22.22,27.05,28.61,29.34,23.68,29.55,27.26,31.38,20.29,,,,,,,,,
