"MORLEY (DERBYSHIRE FARM INST.)",,,,,,,,,,,,
Grid ref,SK386401,Long,-1.426862,Lat,52.956891,,,,,,,
Station no,2662/7,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.36,2.30,1.00,1.33,2.26,3.39,1.83,3.03,3.22,5.17,,
February,2.93,0.68,2.02,2.51,2.19,0.84,2.51,3.91,0.16,1.97,,
March,4.11,2.26,1.29,2.24,2.33,0.96,2.65,1.68,1.50,1.51,,
April,1.85,1.73,2.29,0.32,1.11,1.61,0.16,0.81,2.61,1.58,,
May,3.19,2.74,2.24,2.54,2.92,0.58,0.87,2.37,0.41,1.65,,
June,1.60,3.15,2.51,4.04,3.63,2.61,1.67,4.30,1.14,2.82,,
July,1.25,1.37,2.96,2.58,1.22,3.10,3.52,4.24,1.39,3.14,,
August,6.19,1.82,2.75,4.27,0.73,4.92,3.15,2.49,0.81,4.07,,
September,1.52,1.58,1.55,3.38,1.12,2.91,5.96,2.51,0.05,5.01,,
October,0.58,3.16,1.99,3.17,1.87,1.17,1.67,2.67,2.09,5.89,,
November,5.20,1.67,1.92,4.72,2.04,1.04,2.31,1.19,2.62,3.14,,
December,2.24,2.70,0.92,3.17,1.80,3.05,1.86,3.07,3.69,3.30,,
Total,33.02,25.16,23.44,34.27,23.22,26.18,28.16,32.27,19.69,39.25,,
Calc annual,33.02,25.16,23.44,34.27,23.22,26.18,28.16,32.27,19.69,39.25,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
