SUMBURGHEAD DUNROSSNESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,HU404094,Long,-1.280372,Lat,59.867787,Elevation,84,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,,,,,,2.49,3.28,0.99,2.18,3.77,3.15,3.22,5.27,2,4.44,4.14,3.32,3.77,4.17,3.22,3.94,4.29,6.05,4.92,3.62,2.05,4.32,3.68,5.76,3.21,4.48,5.22,5.25,5.81,4.72,4.68,3.73,4.36,4.96,,3.04,,,,,,,
February,,,,,,,,4.09,1.54,0.88,5.61,3.01,3.64,3.7,2.8,3.73,2.09,3.61,2.94,3.77,1.52,2.3,3.15,2.74,4.59,0.9,3.04,2.26,4.62,2.36,2.41,1.68,2.07,5.67,2.79,3,3.75,3.57,3.73,1.31,3.65,,2.87,,,,,,,
March,,,,,,,,2.63,2.89,1.63,2.57,5.06,4.16,1.75,3.8,3.51,1.44,1.42,1.37,2.68,4.61,2.98,1.99,2.51,2.78,2.4,4.5,3.46,3.66,4.34,1.5,2.19,4.62,4.96,1.83,3.2,2.24,3.02,3,1.74,2.38,,,,,,,,,
April,,,,,,,,1.09,0.4,0.73,2.04,0.85,2.25,1.53,1.65,1.33,2.28,1.72,2.34,0.95,1.38,1.07,1.2,1.2,0.53,2.67,3.73,1.8,2.58,2.87,2.77,3.25,2.5,3.02,5.05,2.38,2.75,2.15,1.26,1.52,4.5,,2.09,,,,,,,
May,,,,,,,,1.35,1.5,1.69,1.63,2.4,0.98,2.76,3.29,1.96,2.44,1.47,2.52,0.81,1.6,2.18,2.7,1.46,2.28,1.25,1.18,1.96,2.19,3.27,1.86,0.53,2.04,1.17,2.26,1.72,2.87,1.58,2.24,2.11,2.23,,4.42,,,,,,,
June,,,,,,,,2.73,0.87,0.91,0.68,2.75,2.6,1.68,1.48,2.19,2.06,1.52,1.8,0.43,2.51,1.12,1.73,0.6,1.83,2.85,1.33,1.78,2.18,1.61,1.13,2.5,2.39,2.35,1.32,1.09,1.05,2.62,2.05,1.35,1.78,0.97,1.13,,,,,,,
July,,,,,,,,2.62,1.7,2.18,1.97,3.69,1.9,1.67,1.91,1.71,4.32,2.84,1.68,2.03,4.12,5.76,1.67,2.46,1.55,2.69,3.08,2.49,1.09,1.56,2.51,1.19,1.85,2.25,1.29,3.22,2.82,1.4,1.05,2.82,0.81,1.28,2.28,,,,,,,
August,,,,,,,,2.22,0.99,4.2,3.59,1.58,2.65,3.59,2.04,1.92,1.84,2.51,2.68,5.79,2.02,5.25,3.51,3.23,4.06,5.19,3.65,3.55,3.37,1.07,1.76,4.38,2.22,2.64,2.61,2.51,3.79,4.64,1.97,2.39,4.08,2.37,,,,,,,,
September,,,,,,,,1.79,5.18,3.06,4.96,0.88,3.5,2.89,4.7,4.65,3.11,3.13,1.53,2.81,3.35,3.87,5.05,5.18,0.55,3.55,5.34,3.37,3.09,4.59,3.99,3.68,1.84,2.99,2.39,2.18,2.69,2.81,2.75,1.71,1.43,2.55,,,,,,,,
October,,,,,,,,3.68,5.13,4.48,3.08,3.6,2.52,4.99,4.59,3.59,2.76,2.65,5.87,4.41,4.44,2.23,4.37,6.49,4.03,5.55,7.15,3.19,4.58,5.03,5.61,5,2.68,4.55,4.33,4.01,4.61,3.7,1.3,4.57,1.68,1.53,,,,,,,,
November,,,,,,,,6.81,3.79,2.74,3.46,3.86,5.47,5.42,4.5,2.92,4.38,3.12,4.08,2.83,4.72,3.89,4.41,5.11,2.48,4.41,3.15,3.38,3.87,6.27,3.32,2.29,1.93,4.39,3.72,3.87,3.54,5.05,3.73,4.07,6.31,3.25,,,,,,,,
December,,,,,,,,5.13,3.18,4.09,4.86,5.21,4.5,4.16,6.71,4.01,4.68,3.97,3.91,5.45,1.8,4.05,2.73,5.58,6.06,3.32,3.84,5.46,6.96,4.67,7.14,5.48,5.33,2.25,5.16,2.67,4.95,2.95,4.53,4.22,4.89,5.13,,,,,,,,
Total,,,,,,,,36.63,30.45,27.58,36.63,36.66,37.32,37.36,42.74,33.52,35.84,32.1,34.04,35.73,36.24,37.92,36.45,40.85,36.79,39.7,43.61,34.75,42.51,41.32,39.76,35.38,33.95,41.46,38,35.66,39.78,38.17,31.34,32.17,38.7,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hyd. Sta. No. 93 - 764463"" & ""NGR HU (411) 404094"" which locates Home Farm, Sumburgh, via maps.nls.uk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
