SEVENOAKS GRAMMAR SCHOOL,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR8344,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,3.52,1.57,2.85,2.81,2.94,,,,,
February,,,2.32,3.69,0.98,4.05,2.83,,,,,
March,,,2.29,2.50,1.60,1.24,0.54,,,,,
April,,,3.31,2.96,3.89,2.61,4.67,,,,,
May,,,2.24,3.10,3.27,2.36,1.59,,,,,
June,,,1.60,0.75,2.93,0.30,2.87,,,,,
July,,,3.48,2.03,4.01,4.18,1.96,,,,,
August,,,2.91,2.09,2.90,1.87,1.56,,,,,
September,,,2.69,1.96,3.63,2.29,1.31,,,,,
October,,,1.52,6.71,3.91,4.22,2.64,,,,,
November,,,1.91,2.18,3.78,3.00,7.04,,,,,
December,,,3.82,2.95,4.11,3.99,0.73,,,,,
Total,,,31.61,32.49,37.86,32.92,30.68,,,,,
Calc annual,0.00,0.00,31.61,32.49,37.86,32.92,30.68,0.00,0.00,0.00,0.00,
Difference,NaN,NaN,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,
