"LINCOLN (WEST COMMON)",,,,,,,,,,,,
Grid ref,SK962719,Long,-0.560146,Lat,53.235429,,,,,,,
Station no,2552/2/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.17,1.55,0.96,0.85,1.84,3.92,1.12,2.23,2.45,4.19,,
February,2.97,0.39,1.59,2.40,2.49,0.83,2.09,3.22,0.29,1.93,,
March,3.18,2.60,0.91,1.55,2.21,0.82,1.55,1.88,1.91,1.34,,
April,1.15,1.19,1.90,0.13,1.02,1.26,0.21,0.61,1.52,0.89,,
May,3.37,1.43,2.71,2.96,2.56,0.63,1.63,1.88,0.56,0.73,,
June,1.05,1.93,2.00,2.67,2.86,3.41,1.62,4.41,0.73,0.86,,
July,0.87,0.42,2.02,1.76,0.60,2.76,2.56,5.22,1.01,3.80,,
August,4.82,2.10,1.53,3.80,0.28,5.14,2.00,1.73,0.68,4.43,,
September,0.87,1.94,1.38,2.09,0.91,1.55,3.97,1.98,0.06,2.44,,
October,1.56,2.40,2.02,3.07,1.00,1.11,1.06,1.30,2.20,4.64,,
November,4.68,2.07,1.45,4.27,1.24,0.77,2.42,0.89,1.75,2.93,,
December,1.42,1.64,1.10,2.83,1.46,1.30,1.52,2.75,3.48,3.14,,
Total,28.11,19.66,19.57,28.38,18.47,-999.00,21.75,28.10,16.64,31.32,,
Calc annual,28.11,19.66,19.57,28.38,18.47,23.50,21.75,28.10,16.64,31.32,,
Difference,0.00,0.00,0.00,0.00,0.00,-1022.50,0.00,0.00,0.00,0.00,,
