"WIRSWALL HALL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2762,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,1.76,1.31,1.45,1.79,1.48,3.45,2.42,3.06,5.55,2.11,,
February,2.06,,2.15,0.28,2.69,2.29,3.37,0.61,1.76,3.32,,
March,0.45,1.73,2.22,1.69,0.62,2.49,1.93,0.57,1.90,2.07,,
April,3.07,2.08,0.75,1.88,2.58,1.68,2.66,0.19,2.11,2.14,,
May,3.86,4.64,1.24,1.02,1.65,0.93,2.47,2.15,1.56,2.29,,
June,4.05,0.49,2.09,1.15,2.92,2.94,1.36,2.43,2.03,1.10,,
July,4.03,4.15,1.36,1.75,0.76,3.03,1.85,3.32,7.73,3.86,,
August,5.17,2.30,1.20,3.46,1.37,1.16,2.46,3.94,1.98,0.55,,
September,4.04,1.77,0.95,1.32,3.92,4.82,1.96,1.31,0.93,2.15,,
October,1.30,5.14,3.94,2.59,4.48,1.86,3.00,3.29,3.00,3.55,,
November,4.47,2.16,1.46,1.94,4.48,2.76,1.54,3.03,4.08,6.26,,
December,1.33,0.90,0.27,3.99,2.71,2.67,3.38,2.90,1.46,2.03,,
Total,35.59,26.67,19.08,22.86,29.66,30.08,28.40,26.80,34.09,31.43,,
Calc annual,35.59,26.67,19.08,22.86,29.66,30.08,28.40,26.80,34.09,31.43,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
