"NEWQUAY (RESERVOIR)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1882,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.83,3.52,3.98,2.51,5.08,3.17,5.34,5.80,6.32,2.04,7.24,
February,0.84,0.37,3.42,6.25,1.38,5.23,2.21,2.33,3.36,2.43,2.16,
March,3.18,2.49,2.33,1.53,1.62,1.08,0.71,3.06,4.86,0.67,3.05,
April,3.37,0.66,3.01,3.01,2.52,2.66,1.94,2.03,2.07,1.06,2.12,
May,1.77,1.93,1.17,2.49,2.27,4.94,1.31,0.92,0.89,3.53,1.71,
June,2.33,0.06,1.68,0.62,1.77,0.00,2.13,3.04,2.49,2.74,1.08,
July,4.48,1.22,3.15,1.20,3.24,3.42,2.90,2.05,1.41,1.72,2.11,
August,1.33,3.71,3.08,1.82,3.21,2.43,2.42,2.46,2.13,2.99,4.48,
September,2.38,0.83,2.87,2.56,3.14,2.65,0.74,6.01,2.25,0.69,4.23,
October,6.38,1.30,1.17,5.56,7.08,3.33,2.39,2.00,5.84,6.30,5.09,
November,1.81,3.18,1.84,3.72,3.03,3.44,6.36,3.59,4.07,9.56,6.14,
December,3.27,2.30,6.02,3.72,5.02,4.65,0.65,2.56,5.37,6.99,3.30,
Total,35.97,21.57,33.72,34.99,39.36,37.00,29.10,35.85,41.06,40.72,42.71,
Calc annual,35.97,21.57,33.72,34.99,39.36,37.00,29.10,35.85,41.06,40.72,42.71,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,
