HORSHAM DENNE PARK,,,,,,,,,,,,
Grid ref,TQ167287,Long,-0.336623,Lat,51.045808,,,,,,,
Station no,RR6739,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.48,1.25,0.91,2.61,5.02,1.53,5.71,1.24,1.44,1.14,,
February,5.86,1.54,1.45,1.51,3.62,0.81,3.24,1.40,1.00,0.43,,
March,0.95,2.34,1.95,3.13,1.28,3.98,1.44,0.92,2.59,3.89,,
April,0.73,2.35,1.05,2.49,1.58,1.80,0.69,4.05,2.84,1.41,,
May,1.53,1.17,2.78,2.93,4.33,0.51,1.46,2.28,2.31,1.58,,
June,3.00,2.09,3.13,3.44,0.77,4.97,1.80,1.83,2.19,2.73,,
July,1.44,3.84,1.21,3.47,0.78,0.39,0.75,1.11,2.32,2.50,,
August,1.82,1.90,5.09,4.18,2.08,3.68,1.14,2.11,4.45,3.12,,
September,1.28,1.97,1.72,3.47,2.00,2.06,1.27,0.56,1.00,3.34,,
October,2.19,3.99,2.57,7.56,2.16,1.52,4.84,5.57,2.09,6.59,,
November,3.00,0.64,3.37,1.80,1.30,5.55,5.62,2.52,1.29,1.10,,
December,3.52,5.02,1.54,2.34,3.71,0.86,2.54,3.32,3.96,4.67,,
Total,28.80,28.10,26.77,38.93,28.63,27.66,30.50,26.91,27.48,32.50,,
Calc annual,28.80,28.10,26.77,38.93,28.63,27.66,30.50,26.91,27.48,32.50,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
