"ALDERSHOT RESERVOIRS",,,,,,,,,,,,
Grid ref,SU859502,Long,-0.770742,Lat,51.244517,,,,,,,
Station no,751/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.76,2.14,0.99,1.41,2.79,4.37,2.06,2.82,2.73,3.18,,
February,5.77,0.63,1.46,2.84,1.51,0.26,4.07,2.36,0.15,2.54,,
March,4.36,2.50,0.39,2.45,1.13,0.70,1.52,1.77,2.88,1.53,,
April,2.57,2.17,2.18,0.33,0.37,1.06,0.33,1.00,2.50,0.62,,
May,2.92,2.70,2.22,2.94,3.71,0.26,1.16,2.09,1.10,1.97,,
June,1.08,1.65,1.44,2.34,2.50,2.26,0.88,3.40,0.70,1.29,,
July,2.31,0.68,3.27,2.69,1.25,3.58,3.85,1.14,3.58,3.13,,
August,4.45,2.82,2.03,3.52,1.17,3.25,2.07,4.41,1.85,3.61,,
September,2.33,3.32,2.26,2.24,1.99,3.64,2.98,4.61,0.11,3.57,,
October,0.76,3.61,3.50,2.36,4.38,2.32,1.80,2.95,2.53,7.91,,
November,7.85,3.19,1.73,5.12,2.57,0.80,3.15,2.77,3.36,4.73,,
December,2.70,2.53,0.78,2.52,3.10,4.25,2.22,2.77,5.15,3.14,,
Total,40.86,27.94,22.25,30.76,26.47,26.75,26.09,32.09,26.64,37.22,,
Calc annual,40.86,27.94,22.25,30.76,26.47,26.75,26.09,32.09,26.64,37.22,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
