CHESTER-CHRISTLETON-HALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SJ438657,Long,-2.8424737,Lat,53.185411,Elevation,142,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,2.08,2.94,2.66,1.12,3.3,3.57,0.98,0.59,2.88,1.2,2.81,1.34,1.54,3.9,1.14,1.29,1.18,3.53,2.78,1.6,1.8,2.26,1.98,1.02,4.23,1.19,1.83,1.41,2.02,0.42,3.68,2.91,1.2,2.93,,,,
February,,,1.56,1.91,2.73,2.58,0.88,0.42,0.98,2.19,0.56,0.21,1.58,2.55,1.9,0.18,1.09,2.11,1.77,1.37,3.29,1.14,1.98,1.33,2.99,1.1,2.09,1.05,1.91,0.51,2.11,1.38,0.99,1.12,1.9,2.58,,,,
March,,,1.7,1.18,2.11,1.35,1.77,1.27,1.49,2.46,1.31,0.9,1.16,0.85,0.89,1.94,3.09,2.22,0.83,1.06,1.05,1.67,1.71,4.01,1.84,2.66,1.7,1.57,2.54,2.08,0.81,0.92,3.27,3.32,2.85,1.13,,,,
April,,,3.36,0.87,1.23,1.92,1.55,0.81,1.12,2.91,1.25,1.72,1.26,0.56,1.27,1.74,1.04,1.84,1.26,2.28,1.02,1.97,2.09,1.82,0.8,1.9,1.08,1.49,2.46,2.02,2.57,0.73,0.19,3.72,0.68,1,,,,
May,,,1.86,1.09,1.26,1.41,6.64,1.81,0.45,1.69,1.76,3.26,2.93,1.35,2.8,0.64,0.42,1.38,4.26,1.98,1.27,0.92,4.24,2.7,1.91,0.98,2.3,3.82,3.11,0.81,2.08,1.09,2.71,2.87,1.75,1.97,,,,
June,,,4.57,3.23,2.11,2.47,2.18,1.39,2.17,0.6,2.08,5.56,3.16,1.56,2.27,2,3.45,2.46,2.35,2.58,1.78,1.78,1.59,1.11,1.72,2.62,1.25,3.35,1.75,3.27,2.47,2.47,3.23,2.01,2.35,0.72,,,,
July,,,3.56,2.24,3.25,1.45,2.57,2.2,6.02,3.21,2.76,2.77,2.92,2.31,3.43,4.87,2.5,0.63,0.65,2.04,2.79,3.6,2.12,3.08,2.03,2.17,0.89,3.07,3.47,3.76,3.73,0.58,2.32,1.37,4.67,3.65,,,,
August,,,2.89,1.71,1.31,1.64,1.04,1.81,3.4,3.34,2.87,4.61,3.66,2.9,4.69,1.85,3.43,3.07,4.85,1.44,5.72,3.03,3.04,3.93,3.92,3.86,2.38,2.77,3.03,2.86,3.44,2.31,4.97,2.43,2.42,3.91,,,,
September,,,1.75,4.99,2.16,3.03,3.52,3.26,1.22,2.91,1.32,3.42,2.61,2.13,0.58,1.39,3.66,3.59,0.95,2.73,0.84,0.77,1.38,3.74,1.51,1.72,1.39,0.51,3.45,2.51,0.3,4.15,1.05,1.54,2.63,0.64,,,,
October,,,2.98,3.44,1.19,5.65,4.19,2.34,1.01,2.95,2.19,3.05,7.01,1.83,2.46,3.59,3.45,1.49,3.49,3.41,3.67,2.82,3.62,6.05,1.34,1.94,4.47,3.99,1.98,3.99,2.91,2.18,2.95,2.96,1.51,1.63,,,,
November,,,3.95,2.16,2.26,2.89,2.71,1.04,3.94,2.17,4.85,2.64,1.75,1.02,1.68,3.49,1.24,3.07,1.09,1.35,2.92,2.65,1.26,2.94,1.56,2.82,1.95,2.28,1.78,0.57,5.1,1.8,2.69,2.08,2.62,2.84,,,,
December,,,4.03,1.48,2.03,0.89,3.89,1.92,1.85,2.2,0.65,3.02,2.66,3.41,1.78,2.12,3.25,1.93,1.72,2.37,2.74,4.1,2.28,1.38,2.4,0.47,3.39,1.77,2.27,4.92,3.62,4.27,2,1.48,4.97,5.21,,,,
Total,,,34.29,27.24,24.3,26.4,34.24,21.84,24.63,27.22,24.48,32.36,33.51,21.81,25.29,27.71,27.76,25.08,24.4,26.14,29.87,26.05,27.11,34.35,24,23.26,27.12,26.86,29.58,28.71,31.16,22.3,30.05,27.81,29.55,28.21,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR is Christleton Hall. Altitudes match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
