BISHOPS STORTFORD HASSOBURY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL485251,Long,0.157197,Lat,51.904653,Elevation,290,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,2.1,0.66,2.44,2.92,0.68,0.62,1.92,2.16,1.26,3.6,1.3,1.18,0.85,1.67,1.52,3.3,2.62,1.03,3.17,1.59,1.62,2.69,3.5,2.84,2.11,3.25,1.38,2.96,1.48,2.48,1.42,3.17,1.48,1.85,1.67,0.93,1.48,1.48,2.23,3.53,3.52,2.52,5,1.89,2.19,2.44,4.39,1.28,1.9,1.58,2.27,,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,2.47,1.06,1.69,2.84,1.18,1,0.85,3.27,1.23,2.13,1.39,1.15,0.68,2.56,1.23,1.53,0.69,2.02,3.08,3.73,0.63,0.9,2.97,0.54,0.17,1.84,3.04,1.04,2.99,2.85,3.63,1.3,0.74,0.5,1.86,0.36,1.84,0.27,2.26,2.04,3,0.79,0.74,1.45,2.03,1.41,0.98,1.06,1.26,2.09,2.13,,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,3.03,1.47,0.97,0.78,2.57,1.61,2.53,1.41,2.63,1.82,0.96,2.81,3.06,0.87,2.2,2.98,1.63,4.13,1.57,4.4,1.89,1.1,2.98,1.59,1.21,2.1,2.07,1.12,1.13,0.21,1.97,2.16,0.1,1.98,0.29,1.55,2.29,2.09,0.38,0.87,2.71,0.33,1.65,3.03,2.92,1.48,0.26,0.27,0.88,1.47,5.36,,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,1.69,1.42,2.81,0.88,2.16,0.65,1.56,0.78,1.89,0.66,3.11,3.1,2.11,2.09,0.94,0.21,1.95,0.93,0.94,1.57,2.07,3.36,4.37,3.77,1.72,2.9,1.54,3.51,2.12,2.73,1.78,1,1.91,2.38,3.95,2.19,1.05,1.41,3.51,1.24,3.41,0.25,3.39,1.66,1.41,1.16,0.99,1.69,1.16,1.25,1.8,,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,1.26,3.64,2.42,1.08,1.78,3.41,2.56,1.4,1.39,1.05,2.31,1.22,1.32,2.83,1.68,0.95,1.65,1.17,2.35,2.31,3.39,2.1,0.35,1.1,1.2,1.32,1.38,4.1,2.32,1.36,0.9,1.86,1.6,3.44,3,4.28,2.74,0.37,1.71,1,2.69,2.47,1.33,0.9,1.78,2.39,1.45,1.05,2.17,2.47,0.64,,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,2.57,3.2,0.93,2.51,1.15,3.03,6.14,1.19,3.43,2.95,2.68,1.56,3.84,3.07,2.6,2.68,1.58,1.6,1.08,2.85,1.43,0.87,1.54,1.54,1.14,1.49,0.87,2.68,0.48,2.84,3.16,2.56,0.53,0.75,1.96,0.8,1.57,1.66,3.72,4.73,2.1,0.38,2.11,0.32,0.68,0.36,2.14,1.48,1.79,1.97,2.69,,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,0.47,1.49,2.17,1.15,1.48,2.17,4.76,4.08,1.11,0.89,1.82,3.21,3.46,1.81,0.66,1.36,2.03,1.56,3.89,1.22,3.64,4.76,3.12,4.63,0.41,3.4,2.74,3.92,4.31,2.77,2.62,2.54,2.36,2.68,5.17,2.69,1.23,1.21,0.7,4.15,2.57,1.58,2.86,3.11,3.61,2.48,1.45,1.77,1.89,4.24,2.68,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,3.25,1.57,0.64,3.45,2.35,3.1,4.06,2.19,2.67,1.07,2.13,2.74,1.83,2.5,0.34,5.27,0.79,1.2,2.91,3.43,5.78,0.89,2.98,1.54,0.84,2.41,2.08,2.1,2.75,1.74,3.41,2.16,1.19,2.28,4.15,3.27,0.73,2.33,1.44,0.67,0.67,0.92,3.64,0.13,5.33,2.08,1.27,2.71,1.22,3.53,0.08,,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,3.46,0.24,2.49,0.73,1.41,1.14,3.19,1.48,1.45,1.1,0.57,1.78,2.12,0.96,1.47,2.47,1.06,1.45,1.95,1.65,1.43,5.53,1.21,2.23,1.65,3.64,1.92,3.8,3.34,1.66,4.44,0.96,0.31,4.4,2.28,1.45,2.67,1.54,3.06,4.53,1.56,3.36,2.5,0.92,0.54,1.35,1.86,2.75,1.08,2.77,1.8,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,3.72,0.69,3.04,2.38,1.88,2.31,1.61,5.89,1.31,1.41,3.98,2.61,1.33,4.28,1.87,2.61,1.97,3.9,1.98,1.44,3.07,4.06,1.8,0.8,1.04,1.12,0.75,4.73,4.42,3.27,2.14,2.26,3.15,3.58,1.2,0.54,4.47,1.93,1.39,2.75,1.65,1.97,2.46,5.62,2.67,1.67,4.9,1.87,3.2,1.88,1.36,0.08,,4.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,,1.09,1,2,3.76,2.29,0.94,1.14,1.8,1.73,2.4,4.09,2.19,1,0.87,3.48,3.19,2.35,2.26,3.12,2.51,4.12,1.65,2.09,2.07,0.79,1.9,1.21,1.75,2.99,1.7,4,2.59,1.95,4.81,3.51,2.17,1.53,1.07,1.83,3.6,2.77,1.73,2.35,3.7,6.87,2.3,2,1.49,2.88,0.25,3.3,1.39,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,,3.62,2.3,2.52,1.48,2.53,3.37,1.32,1.4,2.02,0.86,2.34,2.81,1.89,3.23,3.55,4.4,2.36,0.9,6.19,4.54,2.78,0.86,2.7,4.17,2.2,1.45,2.19,2.7,2.59,1.74,0.32,2.39,2.38,4.29,2.81,0.67,0.41,0.54,3.97,2.7,1.44,3.2,3.18,1.17,1.51,1.43,2.61,1.56,1.22,3.61,2.03,3.09,,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,,24.29,22.31,24.18,23.04,21.38,20.8,36.66,23.02,21.73,25.68,23.88,22.97,27.65,27.26,22.84,27.43,21.06,26.38,29.43,32.72,28.45,28.79,30.06,23.81,14.92,26.5,26.2,35.23,27.63,25.1,30.57,25.19,22.9,27.78,27.71,23.93,19.14,19.55,28.06,28.62,29.13,20.59,33.71,24.46,25.89,24.66,19.71,21.36,19.09,28.06,24.01,,21.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
