"WESSENDEN (OLD RESERVOIR)",,,,,,,,,,,,
Grid ref,SE056087,Long,-1.916902,Lat,53.574872,,,,,,,
Station no,3189,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,6.46,5.07,2.47,4.87,3.76,6.00,5.32,5.52,4.87,6.99,,
February,5.27,1.65,2.34,3.94,2.36,1.53,4.46,8.11,0.50,3.39,,
March,7.70,2.38,3.26,3.16,3.26,1.99,4.48,4.57,2.61,2.13,,
April,3.12,4.64,4.51,1.03,2.89,3.88,1.83,1.48,6.39,2.97,,
May,4.58,2.55,3.03,4.36,4.86,2.09,1.35,5.75,2.67,3.14,,
June,1.49,3.33,4.85,4.55,4.28,3.72,2.76,6.51,2.43,2.42,,
July,3.67,2.94,7.53,6.30,1.45,8.43,5.86,6.37,4.58,7.85,,
August,6.90,4.69,6.14,7.26,0.88,13.61,6.12,5.51,0.67,7.14,,
September,3.12,5.11,3.46,6.48,3.02,5.40,7.58,6.04,0.40,3.49,,
October,1.38,6.76,3.40,8.89,3.14,3.65,7.00,5.53,4.83,7.95,,
November,11.19,2.83,4.53,8.16,2.55,2.24,4.02,1.63,6.32,5.70,,
December,9.01,4.78,2.11,8.46,6.60,5.85,5.29,6.34,9.81,5.82,,
Total,63.89,46.73,47.63,67.46,39.05,58.39,56.07,63.36,46.08,58.99,,
Calc annual,63.89,46.73,47.63,67.46,39.05,58.39,56.07,63.36,46.08,58.99,,
Difference,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
