"NOTTINGHAM STRELLEY HALL",,,,,,,,,,,,
Grid ref,SK508420,Long,-1.244975,Lat,52.972955,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.78,1.34,0.99,1.76,2.53,0.90,3.03,1.09,1.08,,,
February,3.63,1.14,2.02,0.97,2.64,0.70,2.83,1.67,1.75,,,
March,0.79,1.79,1.57,3.22,1.68,2.18,1.48,1.24,2.96,,,
April,0.95,1.20,2.09,1.81,1.23,1.35,0.43,2.86,2.21,,,
May,1.29,0.88,2.32,3.10,1.28,0.42,2.14,3.47,2.00,,,
June,3.48,1.66,1.68,1.59,0.37,3.06,1.69,2.87,1.72,,,
July,1.82,4.24,1.22,1.93,1.92,1.07,0.60,2.22,2.93,,,
August,5.16,1.10,3.61,5.27,2.74,2.98,1.33,2.05,3.64,,,
September,0.84,1.20,1.20,2.97,1.81,1.42,1.01,0.72,1.60,,,
October,1.87,1.47,2.61,6.15,0.41,1.31,5.47,4.05,1.12,,,
November,2.55,2.04,1.58,1.84,1.19,2.79,2.74,1.96,1.21,,,
December,3.94,5.28,1.64,1.03,1.70,0.62,2.34,2.72,1.55,,,
Total,30.10,23.34,22.53,31.64,19.50,18.80,25.09,26.92,23.77,,,
Calc annual,30.10,23.34,22.53,31.64,19.50,18.80,25.09,26.92,23.77,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,NaN,,
