"NOTTINGHAM (STRELLEY HALL)",,,,,,,,,,,,
Grid ref,SK507421,Long,-1.246448,Lat,52.973863,,,,,,,
Station no,2595,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.08,1.86,0.74,1.59,2.33,3.68,1.56,2.97,,,,
February,2.71,0.58,1.62,2.41,1.80,0.87,2.52,3.76,,,,
March,3.52,2.64,1.04,1.81,2.54,0.75,2.49,1.84,,,,
April,1.69,1.59,2.08,0.22,1.18,1.65,0.17,0.83,,,,
May,2.97,3.02,2.27,2.51,2.98,0.58,0.77,2.24,,,,
June,1.49,3.10,3.73,3.71,3.74,3.06,1.64,4.28,,,,
July,0.69,1.66,2.31,1.76,1.00,3.46,2.69,4.36,,,,
August,5.13,2.63,1.73,4.57,0.42,6.26,4.14,2.10,,,,
September,1.51,1.44,1.53,3.06,0.54,2.34,5.81,2.69,,,,
October,0.76,3.02,2.08,3.26,1.54,1.21,1.45,2.28,,,,
November,4.91,1.59,1.64,4.88,1.76,0.65,2.24,1.38,,,,
December,1.68,2.48,0.83,2.46,1.91,2.22,2.17,3.19,,,,
Total,29.14,25.61,21.60,32.24,21.74,26.73,27.65,31.92,,,,
Calc annual,29.14,25.61,21.60,32.24,21.74,26.73,27.65,31.92,0.00,0.00,,
Difference,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,NaN,NaN,,
