NOTTINGHAM STRELLEY HALL (monthly),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK507421,Long,-1.246448,Lat,52.973863,Elevation,376,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,,,,,,,,,0.29,0.67,2.55,2.4,2.9,2.03,3.56,,,,,,,,,,0.78,2.21,0.87,2.63,3.78,1.34,0.99,1.76,2.53,0.9,3.03,1.09,1.08,
February,,,,,,,,,,,1.93,4.81,2.13,3.02,1.6,2.4,-999,,,,,,,,,,0.8,3,1,1.3,3.63,1.14,2.02,0.97,2.64,0.7,2.83,1.67,1.75,
March,,,,,,,,,,,2.39,2.83,1.79,1.23,1.7,1.25,-999,,,,,,,,,,2.36,1.74,1.09,0.89,0.79,1.79,1.57,3.22,1.68,2.18,1.48,1.24,2.96,
April,,,,,,,,,,,1.22,1.23,3.21,2.31,1.79,1.47,1.64,,,,,,,,,,0.84,1.91,2.32,2.09,0.95,1.2,2.09,1.81,1.23,1.35,0.43,2.86,2.21,
May,,,,,,,,,,,1.68,1.21,3.15,1.39,0.88,1.97,5.69,,,,,,,,,,0.4,1.16,2.11,2.98,1.29,0.88,2.32,3.1,1.28,0.42,2.14,3.47,2,
June,,,,,,,,,,,4.46,2.18,3.68,4.5,0.92,3.08,1.4,,,,,,,,,,3.64,2.53,1.55,1.65,3.48,1.66,1.68,1.59,0.37,3.06,1.69,2.87,1.72,
July,,,,,,,,,,3.71,6.16,1.65,3.08,2.22,4.13,0.33,3.75,,,,,,,,,,2.14,0.56,1.38,2.04,1.82,4.24,1.22,1.93,1.92,1.07,0.6,2.22,2.93,
August,,,,,,,,,,4.1,2.29,6.2,1.74,1.51,2.1,2.05,2.21,,,,,,,,,,1.59,2.57,2.35,0.57,5.16,1.1,3.61,5.27,2.74,2.98,1.33,2.05,3.64,
September,,,,,,,,,,2.73,4.48,1.9,2.26,5.79,1.14,3.18,1.18,,,,,,,,,,2.94,2.25,0.37,2.66,0.84,1.2,1.2,2.97,1.81,1.42,1.01,0.72,1.6,
October,,,,,,,,,,1.01,5.14,3.52,5.45,2.55,0.92,6.07,4.75,,,,,,,,,,2.59,1.04,2.97,3.37,1.87,1.47,2.61,6.15,0.41,1.31,5.47,4.05,1.12,
November,,,,,,,,,,1.36,2.35,3.14,3.72,3.75,1.33,2.72,1.63,,,,,,,,,,1.21,1.65,2.11,1.19,2.55,2.04,1.58,1.84,1.19,2.79,2.74,1.96,1.21,
December,,,,,,,,,,1.45,3.44,2.41,4.85,1.21,2.19,0.72,3.12,,,,,,,,,,3.8,2.89,1.67,2.32,3.94,5.28,1.64,1.03,1.7,0.62,2.34,2.72,1.55,
Total,,,,,,,,,,,35.83,31.75,37.61,31.88,21.6,27.27,32.29,,,,,,,,,,23.09,23.51,19.79,23.69,30.1,23.34,22.53,31.64,19.5,18.8,25.09,26.92,23.77,
