"AYSGARTH VICARAGE - 12"" gauge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE014883,Long,-1.979995,Lat,54.290324,Elevation,648,ft  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,,,,,1.25,6.66,3.89,,0.45,,,,8.63,2.89,7.51,2.81,,1.38,,,,,,,,,2.54,7.39,4.75,2.59,1.61,,,,,,,
February,,,,,,,5,2.94,1.74,,5.34,,,,2.76,3.65,1.02,2.13,,2.06,,,,,,,,,3.72,2.42,5.22,1.01,1.16,,,,,,,
March,,,,,,,6.04,3.5,2,,1.67,,,,3.21,2.16,,1.48,,2.21,,,,,,,,,1.94,1.83,0.69,3.92,1.91,,,,,,,
April,,,,,,,2.54,3.58,3.15,2.12,2.36,,,,1.75,2.16,,1.42,,4.26,,,,,,,,,2.76,3.17,2.4,2.43,1.58,,,,,,,
May,,,,,,,0.51,1.99,5.51,1.54,1.73,,,,2.25,2.41,,1.47,,2.09,,,,,,,,,2.61,3.57,2.24,0.99,2.61,,,,,,,
June,,,,,,,2.1,2.8,2.65,4.13,2.27,,,,0.5,2.09,,0.1,,0.27,,,,,,,,,2.05,1.34,3.78,1.35,1.3,,,,,,,
July,,,,,,,1.95,4.35,0.65,4.31,5.08,,,,4.68,0.7,,2.2,,2.7,,,,,,,,,1.62,3.54,1.7,3.99,2.29,,,,,,,
August,,,,,,,2.6,6.17,6.26,4.92,2.95,,,,2.31,1.9,,,,,,,,,,,,,4.51,1.2,6.11,2,2.39,,,,,,,
September,,,,,,,3.05,3.44,2.82,,4.25,,,,2.18,4.41,,,,,,,,,,,,,0.91,4.56,0.99,1.67,1.31,,,,,,,
October,,,,,,,3.44,5.06,4.22,1.52,4.3,,,,2.96,6.2,,2.1,,6.6,,,,,,,,,5.62,3.3,6.71,2.19,3.6,,,,,,,
November,,,,,,,3.97,7.86,5.16,1.75,4.27,,,,1.98,2.82,,4.41,,,,,,,,,,,3.14,4.12,4.45,5.08,2.39,,,,,,,
December,,,,,,,9.28,3.7,3.18,3.66,4.36,,,,7.35,1.9,,3.47,,,,,,,,,,,5.94,2.88,4.8,4.82,4.93,,,,,,,
Total,,,,,,,41.73,52.05,41.23,,39.03,,,,40.56,33.29,,,,,,,,,,,,,37.36,39.32,43.84,32.04,27.08,53.92,,,,,,
