"AYSGARTH VICARAGE - daily gauge, 5"" then 3""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE014883,Long,-1.979995,Lat,54.290324,Elevation,643,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,,,,,,,,0.99,0.48,0.51,4.26,7.45,8.27,2.83,7.08,3.08,1.83,1.31,4.43,2.87,2.3,1.76,5.31,3.35,2.02,1.69,2.73,7.68,4.88,2.64,1.63,,,,,,,
February,,,,,,,,,,2.98,4.75,4.56,3.52,3.92,2.64,4.02,1.05,2.28,2.4,2.09,1.19,0.08,3.04,7.4,8.92,0.88,1.08,3.33,3.74,2.56,5.01,0.99,1.13,,,,,,,
March,,,,,,,,,,2.23,1.61,4.81,3.86,2.22,3.22,2.11,4.7,1.56,5.53,2.47,2.54,1.98,0.66,1.17,4.48,4.34,5.7,6.96,1.97,2.01,0.7,4.13,1.91,,,,,,,
April,,,,,,,,,,2.24,2.32,1.18,4.14,2.68,1.94,2.08,3.77,1.31,1.9,4.26,1.3,3.78,1.36,0.5,1.66,2.6,1.54,2.03,2.76,3.16,2.49,2.44,1.66,,,,,,,
May,,,,,,,,,,1.52,1.84,2.63,1.77,1.3,2.28,2.46,4.67,1.61,1.93,2.11,2.24,2.72,3.52,2.12,2.16,0.7,0.56,1.13,2.59,3.56,2.2,0.93,2.56,,,,,,,
June,,,,,,,,,,4.02,2.44,2.11,4.09,3.28,0.6,2.18,0.97,0.11,2.35,0.27,3.12,-999,3.63,2.26,2.74,2.11,3.99,2.75,2.02,1.28,3.87,1.24,1.3,,,,,,,
July,,,,,,,,,,4.32,4.73,4.12,4.94,3.76,5.07,1.04,3.58,2.64,4.82,2.71,2.04,-999,1.54,-999,2.38,7.75,4.44,0.9,1.6,3.55,1.49,3.9,2.35,,,,,,,
August,,,,,,,,,,4.78,3.02,6.06,2.21,1.85,2.2,1.99,1.57,2.86,2.76,4.78,5.92,-999,5.26,-999,2.91,3,2,4,4.65,1.24,6.1,2.06,2.35,,,,,,,
September,,,,,,,,,,2.43,4.3,4.04,2.54,4.72,2.02,4.32,5.23,3.5,0.75,0.8,1.75,3.4,3.3,-999,0.92,1.39,6.5,2.8,0.74,4.9,0.96,1.64,1.34,,,,,,,
October,,,,,,,,,,1.51,4.36,4.95,3.6,4.96,2.87,6.04,4.03,2.23,2.16,6.63,1.46,5.14,9.11,2.54,5.58,3.3,4.32,2.35,5.73,3.24,6.86,2.25,3.57,,,,,,,
November,,,,,,,,,,1.72,4.55,6.18,6.27,4.18,1.98,2.44,3.84,4.24,9.46,1.1,5.05,4.19,1.91,1.96,3.19,6.88,1.4,3.35,3,4.18,4.58,5.01,2.45,,,,,,,
December,,,,,,,,,,2.69,4.5,4.62,5.84,3.02,7.22,1.7,5.52,3.56,2.35,1.5,1.17,8.07,1,4.64,4.12,4.84,5.43,6.71,6.25,2.98,5.01,4.72,5.02,,,,,,,
Total,,,,,,,,,,31.43,38.9,45.77,47.04,43.34,40.31,33.21,46.01,28.98,38.24,30.03,32.21,43.3,36.63,34.35,44.37,41.14,38.98,38,37.78,40.34,44.15,31.95,27.27,53.86,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891 June-Aug 11.07 bracketed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893 July-Sept 10 bracketed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
