"WEST KIRBY (MONK'S WAY)",,,,,,,,,,,,
Grid ref,SJ219867,Long,-3.175304,Lat,53.371366,,,,,,,
Station no,RR4145,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.19,3.29,,,,,,,,,,
February,2.49,0.86,,,,,,,,,,
March,5.16,1.24,,,,,,,,,,
April,1.18,1.58,,,,,,,,,,
May,3.40,2.05,,,,,,,,,,
June,0.89,1.79,,,,,,,,,,
July,1.32,1.09,,,,,,,,,,
August,3.26,1.64,,,,,,,,,,
September,2.07,4.31,,,,,,,,,,
October,0.86,3.70,,,,,,,,,,
November,6.13,2.77,,,,,,,,,,
December,3.66,2.70,,,,,,,,,,
Total,32.61,27.02,,,,,,,,,,
Calc annual,32.61,27.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
