"THORNLIEBANK (ROUKEN GLEN PARK)",,,,,,,,,,,,
Grid ref,NS548586,Long,-4.317839,Lat,55.798805,,,,,,,
Station no,5286,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.80,5.04,1.83,5.51,2.78,2.60,6.84,5.24,1.50,3.98,,
February,3.46,1.38,1.53,3.79,3.27,1.20,2.52,2.82,1.75,3.86,,
March,3.49,2.92,0.91,2.86,2.19,2.06,4.20,1.34,1.98,1.90,,
April,2.87,1.99,1.49,1.45,1.83,1.15,2.18,1.28,3.15,3.32,,
May,1.67,1.98,2.32,3.32,3.80,2.54,2.34,2.74,1.18,2.26,,
June,2.51,2.87,2.52,3.12,1.87,2.65,2.20,3.36,3.09,2.32,,
July,3.13,1.89,4.36,3.26,1.35,4.35,3.59,4.95,4.17,3.14,,
August,4.85,3.53,3.11,4.99,1.12,4.50,4.38,3.95,0.54,3.34,,
September,3.50,3.05,3.50,4.53,3.93,4.70,2.88,4.31,0.91,2.97,,
October,0.84,4.87,2.30,9.29,2.77,3.95,4.75,3.63,5.34,2.70,,
November,6.66,2.24,7.08,6.91,1.65,1.49,1.93,1.75,4.96,4.80,,
December,7.37,4.12,5.10,6.05,7.00,5.84,4.51,6.00,7.36,5.64,,
Total,46.15,35.88,36.05,55.08,33.56,37.03,42.32,41.37,35.93,40.23,,
Calc annual,46.15,35.88,36.05,55.08,33.56,37.03,42.32,41.37,35.93,40.23,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
