"NEWBURY (GLOUCESTER RD)",,,,,,,,,,,,
Grid ref,SU465669,Long,-1.332972,Lat,51.399234,,,,,,,
Station no,796/4,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.81,2.14,1.07,1.84,3.06,4.39,1.78,3.70,5.11,4.25,,
February,5.94,0.80,1.59,2.64,1.58,0.25,3.77,3.56,0.30,3.14,,
March,3.53,2.51,0.48,2.97,1.31,1.00,1.67,1.44,4.16,1.54,,
April,2.79,1.76,2.72,0.32,0.35,1.85,0.29,0.96,2.76,0.92,,
May,2.66,2.78,2.18,2.04,3.98,0.33,2.24,2.18,0.49,1.43,,
June,0.45,1.78,2.08,4.43,2.76,1.87,1.86,3.59,1.01,2.47,,
July,1.58,0.48,2.99,2.60,0.12,3.03,3.42,2.45,1.93,2.94,,
August,3.96,3.43,2.38,3.14,0.29,4.21,3.31,3.56,3.00,3.81,,
September,3.43,2.39,2.48,2.53,1.06,3.48,3.67,4.18,0.04,4.06,,
October,0.69,5.21,3.58,2.43,3.45,2.02,2.34,3.35,2.28,8.73,,
November,7.21,3.31,2.10,5.41,2.03,0.96,2.12,2.50,3.07,4.10,,
December,3.03,2.49,0.80,2.75,3.08,4.96,3.24,3.26,6.09,4.58,,
Total,39.08,29.08,24.45,33.10,23.07,28.35,29.71,34.73,30.24,41.97,,
Calc annual,39.08,29.08,24.45,33.10,23.07,28.35,29.71,34.73,30.24,41.97,,
Difference,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
