ULLAPOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NH128942,Long,-5.160307,Lat,57.89782,Elevation,75,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,8.46,3.76,6,4.26,7.92,8.81,1.37,6.11,8.44,9.09,6.48,7.02,4.33,2.63,4.8,6.93,3.18,1.54,2.81,3.87,3.28,7.41,3.64,2.99,2.43,4.81,5.65,,5.35,,4.84,,,,,,,
February,,,,3.22,4,5.07,3.01,1.53,6.2,0.88,0.87,8.05,1.05,5.01,3.04,5.62,1.71,4.23,4.37,4.65,1.2,4.32,2.66,4.82,3.65,4.94,4.65,0.5,3.14,4.97,,3.72,4.41,3.65,2.53,,,,,,
March,,,,0.81,2.97,5.44,7.44,3.65,2.8,1.96,2.7,1.79,3.2,1.36,3.47,4.06,1.54,1.89,7.44,2.74,3.85,1.47,1.18,2.74,4.08,3.24,1.56,1,2.81,1.78,,4.34,3.5,3.13,2.58,,,,,,
April,,,,2.66,2.59,4.3,2.35,8.02,2.12,3.31,1.65,3.42,5.03,4.35,5.21,2.35,1.98,0.61,1.57,2.85,3.09,2.41,1.31,4.77,1.37,2.52,3.53,4.54,3.57,3.81,,4.65,3.47,3.57,,,,,,,
May,,,,5.15,2.43,2.68,1.89,2,1.37,1.59,2.4,2.02,1.57,0.89,2.41,2.04,1.13,1.47,2.7,0.73,2.02,1.75,1.62,2.04,2.22,2.54,0.54,1.04,0.99,1.96,1.32,2.9,2.61,3.91,3.32,,,,,,
June,,,,3.47,2.72,1.77,2.26,4.4,3.45,3.49,3.04,3.28,0.74,3.54,1.55,2.66,1.25,1.77,4.46,1.15,2.68,0.56,2.86,2.32,4.3,4.8,3.96,2.96,2.24,1.53,,2.15,3.79,,,,,,,,
July,,,,4.37,2.93,2.67,2.83,2.82,4.19,2.57,1.89,3.11,3.58,2.59,4.94,2.92,4.51,2.69,4.8,7.41,6.77,2.63,5.19,3.91,1.7,2.85,7.1,2.01,2.3,1.68,3.22,2.39,4.58,,,,,,,,
August,,,,5.6,8.13,2.81,2.93,2.65,3.53,8.32,7.08,0.64,3.54,5.53,4.11,3.65,2.7,1.68,3.67,1.12,4.99,7.11,6.79,3.58,2.5,2.5,3.57,0.09,3.32,3.87,4.53,1.23,,,,,,,,,
September,,,,5.42,5.47,6.84,5.95,7.18,3.07,5.35,3.23,1.15,5.23,0.5,3.61,6.66,3.11,3.9,4.43,1.57,4.33,1.75,5.06,3.26,3.46,3.36,4.48,5.8,4.62,2.75,13.17,2.01,,,,,,,,,
October,,,4.48,7.55,4.05,4.86,5.55,6.75,3.92,8.18,7.11,4.37,5.41,4.9,8.37,7.92,6.46,2.59,10.32,1.81,3.88,6.33,9,5.59,5.88,1.76,1,2.35,5.14,2.32,5.37,3.13,,,,,,,,,
November,,,4.45,6.3,2.03,2.87,4.4,5.07,6.05,4.39,8.44,3.18,6.37,3.56,3.21,3.28,3.42,1.83,7.99,5.29,6.91,4.63,2.92,5.67,5.57,1.02,4.06,7.9,4.48,4.15,4.56,7.55,6.27,,,,,,,,
December,,,4.96,5.96,6.63,6.32,5.26,0.07,5.15,5.41,5.48,4.84,4.35,0.69,3.17,2.96,7.72,1.37,4.15,2.72,5.76,4.47,5.71,3.81,4.97,4.31,3.5,3.99,4.39,7.78,4.79,6.81,,,,,,,,,
Total,,,,58.97,47.71,51.63,48.13,52.06,50.66,46.82,50,44.29,49.16,39.4,50.11,48.45,38.16,28.83,62.83,35.22,47.02,40.24,48.17,45.79,47.11,37.48,40.94,34.61,41.81,42.25,,46.23,,,,,,,,,
