"BIDDULPH GRANGE",,,,,,,,,,,,
Grid ref,SJ894591,Long,-2.159871,Lat,53.128957,,,,,,,
Station no,2314,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.01,3.86,1.46,2.45,2.73,4.44,1.85,3.33,2.86,5.79,,
February,3.61,1.46,1.82,3.25,1.99,0.93,2.63,4.64,0.68,2.51,,
March,5.78,2.57,1.61,2.70,2.68,1.91,3.51,1.66,1.67,0.97,,
April,3.31,3.46,3.10,0.58,2.11,1.29,0.61,1.06,2.92,1.33,,
May,2.27,2.45,2.29,3.21,3.51,1.21,1.60,3.34,1.13,1.62,,
June,1.65,3.09,3.67,4.59,2.55,3.29,2.28,5.89,1.50,3.25,,
July,2.46,2.17,4.49,4.57,0.86,5.11,6.55,4.55,2.46,4.75,,
August,4.40,2.36,3.30,5.13,1.22,8.78,4.76,4.92,0.73,5.00,,
September,2.37,2.80,2.70,4.06,2.81,2.33,6.92,5.31,0.19,4.37,,
October,1.03,3.77,2.15,6.24,2.76,2.86,3.15,3.81,2.43,4.80,,
November,4.89,1.96,2.46,5.93,2.15,1.48,1.72,1.63,4.24,5.01,,
December,3.93,3.52,1.38,4.40,2.80,3.82,3.27,3.52,5.17,4.38,,
Total,41.71,33.47,30.43,47.11,28.17,37.45,38.85,43.66,25.98,43.78,,
Calc annual,38.71,33.47,30.43,47.11,28.17,37.45,38.85,43.66,25.98,43.78,,
Difference,3.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,,
