BIDDULPH-GRANGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SJ894591,Long,-2.1598706,Lat,53.128957,Elevation,560,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,1.96,5.38,1.99,3.51,2.19,4.15,4.69,4.16,4.34,,,,,,,2.36,4.07,3.69,2.92,2.04,2.67,2.43,3.69,4.17,4.56,5.38,3.19,,3.45,5.24,4.69,2.7,2.82,1.91,7.85,,1.99,3.01,3.86,1.46,2.45,2.73,4.44,1.85,3.33,2.86,5.79
February,,,,,2.52,3.9,4.8,1.62,3.04,1.26,4.28,0.51,3.71,,,,,,,0.86,0.33,4.17,0.3,4.61,0.44,4.23,2.12,5.73,1.16,2.57,2.54,,1.87,2.1,1.67,3.06,5.64,0.89,2.02,,4.96,3.61,1.46,1.82,3.25,1.99,0.93,2.63,4.64,0.68,2.51
March,,,,,4.32,2.04,2.5,2.29,1.96,5.59,3.62,2.17,2.69,,,,,,,0.56,2.22,0.19,2.1,2.76,2.86,1.03,1.88,2.45,1.13,2.23,2.5,,2.07,0.99,0.55,1.19,1.14,5.29,1.23,,1.43,5.78,2.57,1.61,2.7,2.68,1.91,3.51,1.66,1.67,0.97
April,,,,,1.25,1.61,3.33,2.81,1.49,2.83,6.03,2.16,2.82,,,,,,,0.98,3.14,4.33,3,1.8,2.25,3.5,1.57,3.87,0.24,1.99,2.15,,1.59,1.22,2.55,1.74,1.84,2.86,2.17,,3.68,3.31,3.46,3.1,0.58,2.11,1.29,0.61,1.06,2.92,1.33
May,,,,,2.99,1.52,2.35,2.17,2.91,1.48,4.64,1.55,1.2,,,,,,,2.25,2.07,3.34,5.17,1.97,1.79,1.16,0.74,2.33,2.45,1.77,2.05,,4.52,2.94,1.66,3.85,1.65,2.58,1.36,,1.06,2.27,2.45,2.29,3.21,3.51,1.21,1.6,3.34,1.13,1.62
June,,,,,2.15,1.34,2.37,2.11,2.3,2.55,3.47,0.95,2.2,,,,,,,1.73,2.29,5.56,0.79,3.33,2.09,4.9,2.67,1.39,2.6,2.04,1.8,,0.84,3.16,3.68,2.64,3.36,2.13,5.63,,1.72,1.65,3.09,3.67,4.59,2.55,3.29,2.28,5.89,1.5,3.25
July,,,,,6.37,5.91,2.42,1.56,4.9,2.71,5.1,1.39,4.9,,,,,,,3.14,6.66,3.88,2.71,2.54,1.79,1.53,6.32,3.94,3.38,5.83,4.68,,2.66,1.67,3.23,1.96,4.14,3.18,3.14,,3.03,2.46,2.17,4.49,4.57,0.86,5.11,6.55,4.55,2.46,4.75
August,,,,,4.36,3.57,4.41,6.61,3.6,3.56,2.4,5.52,5.3,,,,,,,4.82,4.21,5.96,3.13,1.03,2.64,1.75,2.99,2.26,3.36,1.9,1.33,,2.3,4.46,4.02,3.75,4.62,0.61,5.02,,5,4.4,2.36,3.3,5.13,1.22,8.78,4.76,4.92,0.73,5
September,,,,,2.11,0.75,2.26,1.28,6.6,3.51,3.82,1.05,3.92,,,,,,,1.89,4.02,3.45,2.72,1.35,2.86,5.32,4.09,1.28,2.74,1.12,3.02,,2.66,3.93,3.33,2.12,4.57,2.05,2.56,,3.98,2.37,2.8,2.7,4.06,2.81,2.33,6.92,5.31,0.19,4.37
October,,,,,1.78,1.66,3.96,5.81,2.09,2.86,2.02,2.87,0.5,,,,,,,5,4.91,1.18,6.57,5.6,3.84,5.48,3.28,2.09,4.54,2.64,3.96,,3.69,2.85,5.28,5.21,0.84,0.53,2.62,,2.13,1.03,3.77,2.15,6.24,2.76,2.86,3.15,3.81,2.43,4.8
November,,,,,4.14,2.36,2.42,3.36,2.72,2.63,0.77,2.25,2.1,,,,,,,7.42,3.73,5.74,2.81,1.59,2.24,5.04,4.36,1.36,4.09,6.08,7.47,,0.85,2.91,5.89,0.47,5.92,3.93,2.27,,5.18,4.89,1.96,2.46,5.93,2.15,1.48,1.72,1.63,4.24,5.01
December,,,,,6.29,6.11,3.32,1.88,6.22,5.81,2.81,3.4,5.19,,,,,,,5.52,3.71,2.11,1.07,0.4,5.66,3.83,3.85,3.68,4.46,2.05,3.6,,3.51,1.8,3.27,2.9,3.66,3.43,3.67,,3.42,3.93,3.52,1.38,4.4,2.8,3.82,3.27,3.52,5.17,4.38
Total,,,,,40.24,36.15,36.13,35.01,40.02,38.94,43.65,27.98,38.87,,,,,,,36.53,41.36,43.6,33.29,29.02,31.13,40.2,37.56,34.55,34.71,35.6,38.29,,30.01,33.27,39.82,31.59,40.2,29.39,39.54,,37.58,38.71,33.47,30.43,47.11,28.17,37.45,38.85,43.66,25.98,43.78
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR is from 1950 record and is the walled garden at Biddulph Grange. Altitudes match. For the first period from 1914 to 1922 the gauge was at a different altitude of 525 ft. and may have been 200 m to the West.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
