GLENARM CASTLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ID3068915190,Long,-5.959877,Lat,54.96729,Elevation,25,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,6229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,6.04,3.5,2.37,1.83,2.25,5.5,4.75,4.25,3.77,6.92,5.1,4.12,5.77,2.61,4.26,3.4,4.86,2.77,5.87,5.93,3.88,4.44,3.76,2.9,3.85,4.82,5.69,7.93,5.25,4.73,6.03,3.56,6.84,6.07,8.66,2.71,5.76,6,5.97,0.93,3.95,,,,,,
February,,,,,6.23,0.35,2.59,3.81,5.25,3.75,5.75,1.5,2.75,4.71,3.41,4.13,3.34,3.54,4.91,3,6.89,4.61,4.31,2.66,3.84,6.87,6.03,1.73,5,3.19,4.99,0.69,4.75,8.9,1.92,5.15,4.15,2.65,5.29,3.45,1.36,4.67,0.23,2.21,0.33,,,,,,
March,,,,,2.95,4.95,6.04,6.68,2.5,2,1,3.5,2.67,7.05,2.27,3.78,3.54,5.74,5.8,5.25,2.69,1.5,5.96,3.79,5.61,1.01,2.49,3.5,1.14,3.36,4.7,3.76,2.1,2.09,1.91,2.4,2.7,3.03,5.9,0.66,3.01,1.73,2.82,0.96,3,,,,,,
April,,,,,2.18,2.69,1.75,4.06,3,4,3.5,3.25,3.51,3,3.31,3.43,3.16,2.33,3.71,5.03,2.39,2.9,2.31,4.84,2.53,2.24,5.98,2.75,1.25,2.02,3.66,1.71,5.22,3.69,2.54,5.17,1.76,2.68,2.27,1.29,2.42,3.35,4.98,1.1,3.72,,,,,,
May,,,,,2.86,0.53,0.83,,4,4,3.75,1.5,5.73,3.56,2.51,1.36,4.8,5.03,1.89,1.37,2.85,2.57,1.76,2.32,1.8,0.89,5.33,5.33,3.12,1.21,4.94,2.45,2.08,2.21,5.64,5.39,2.39,2.74,1.15,3.41,2.48,5.05,2.76,1.58,3.73,,,,,,
June,,,,,2.71,2.39,3,,3,2,5.5,3.5,2.65,2.31,1.66,2.24,1.84,6.2,3.54,2.08,4.29,2.38,6.2,2.17,1.33,1.73,1.52,2.75,2.3,2.94,3.34,0.29,1.93,1.32,2.74,1.13,2.29,3.56,9.45,2.58,3.21,5.91,2.5,1.07,1.35,,,,,,
July,,,,,4.38,4.16,6.94,,0.5,2.75,5.25,0.75,3.09,3.35,4.09,2.37,1.8,2.78,2.88,3.32,3.05,2.33,3.61,0.8,1.8,4.23,1.44,2.8,3.36,0.48,3.91,3.26,3.68,2.33,5,2.28,3.77,3.22,2.31,2.27,4.25,4.08,3.29,1.44,1.78,,,,,,
August,,,,,2.64,3.97,2.46,,3.75,1.5,6.5,4.5,3.77,5.38,5.36,7.06,5.39,4.41,2.46,2.02,5.52,2.36,5.68,1.64,2.21,4.57,1.91,5.04,2.53,2.74,1.93,4.01,4.58,3.73,4.26,1.48,4.18,3.75,5.09,6.31,8.17,3.68,2.13,1.41,,,,,,,
September,,,,,0.58,0.39,5.63,,5,5,2,4,5.52,3.53,4.57,1.59,1.16,0.84,4.95,2.81,1.27,1.26,1.84,3.6,1.47,0.73,1.49,2.03,7.37,3.18,3.4,1.69,2.98,5.57,6.47,3.99,3.71,6.18,3.33,1.16,4.19,2.15,5.56,0.51,,,,,,,
October,,,,,5.31,4.37,4.22,,3.5,2.5,5,5,3.18,8.61,1.31,2.61,6.09,4.72,1.85,6.03,2.14,5.06,4.13,4.87,1.53,3.4,6.1,7.73,4.26,2.21,7.14,4.38,1.36,5.47,1.97,3.97,4.6,4.58,7.77,6.23,7.24,2.96,5.37,1.86,,,,,,,
November,,,,,3.33,4.72,1.2,,3.75,4.5,5.5,5,5.35,4.04,4.38,4.33,4.04,4.6,4.57,2.18,5.66,4.35,4.01,4.83,6.32,3.72,4.34,7.2,4.91,4.12,3.82,5.81,2.43,3.63,3.67,2.48,6.51,5.79,8.98,6.64,6.92,6.86,,0.92,,,,,,,
December,,,,,4.64,5.64,5.18,,4,6.5,5,5.25,5.21,4.39,2.52,2.6,6.1,4.58,3.99,4.28,6.38,8.11,6.39,5.23,10.08,7.99,4.4,3.87,4.71,6.66,6.01,4.27,3.47,5.53,5.84,4.56,2.58,2.6,6.45,10.7,3.78,4.3,,1.44,,,,,,,
Total,,,,,43.85,37.66,42.21,,40.5,44,53.5,42,47.2,56.85,40.49,39.62,47.03,47.38,44.81,40.77,47.99,40.2,52.07,42.68,42.4,41.82,44.79,47.63,43.8,36.93,53.53,40.25,39.83,49.2,47.99,41.56,45.48,46.85,66.65,47.41,52.79,50.74,,15.43,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932 Nov/Dec estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
