SARRATT-GOLDINGTONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ0386198359,Long,-0.49938156,Lat,51.674409,Elevation,384,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,-999,3.44,,4,1.66,1.59,2.86,4.36,2.73,2.82,3.28,1.58,2.9,2.35,3.75,2.29,4.97,1.57,3.5,1.69,1.95,2.31,1.94,0.84,4.8,4.78,3.78,4.91,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,-999,0.9,,4.6,4.21,0.84,1.1,3.65,0.58,0.25,2.92,4.35,0.66,3.71,2.41,4.11,2.1,0.88,0.79,1.9,0.15,2.32,0.28,2.53,2.6,4.69,0.65,1.14,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,-999,1.72,,1.38,4.41,1.33,0.85,4.26,1.81,1.56,2.29,2.72,1.46,0.96,0.26,2.83,2.35,0.01,1.55,0.17,1.93,3.63,2.85,0.64,1.48,3.46,0.38,1.84,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,-999,2.58,,1.17,1.46,1.9,2.8,3.2,4.37,1.22,3.53,2.1,3.28,1.91,3.65,1.99,1.22,1.35,2.57,3.54,3.11,1.17,2.08,4.12,1.36,3.28,0.12,3.27,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,-999,1.62,,1.55,1.96,1.54,2.07,0.38,1.21,1.29,1.54,2.16,5.2,2.74,2.4,1.69,1.51,3.04,2.7,2.64,5.09,1.56,0.69,1.3,0.62,3.21,1.79,1.6,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,-999,0.55,,1.19,2.86,2.55,0.85,1.51,2.64,0.35,1.2,0.45,3.13,0.02,3.29,3.91,2.69,1.53,0.66,1.45,0.81,1.24,1.31,4.49,4.55,2.34,0.65,2.06,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,1.85,1.83,,4.93,1.81,2.53,3.72,2.04,5.19,0.19,4.61,2.43,4.44,4.9,2.84,3.74,2.61,2.51,2.87,3.7,2.56,1.72,1.33,0.62,5.64,1.92,1.49,2.56,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,5.6,0.74,,2.69,3.38,5.83,1.56,3,1.78,1.75,3.35,2.27,3.24,3.48,0.95,4.4,2.47,0.78,3.38,4.65,3.87,0.7,2.41,1.87,0.49,2.19,2.2,2.33,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,3.8,1.4,,2.77,1.98,2.04,6.16,1.75,1.64,2.99,2.92,2.02,3.37,3.07,2.34,6.21,1,0.56,3.23,2.09,2.66,2.32,2.19,5.51,3.72,3.26,1.7,1.93,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,3.4,3.65,,2.96,4.22,4.81,2.05,0.98,1.61,1.5,1.04,5.48,4.45,3.18,2.73,2.99,4.2,4.5,1.54,0.84,4.9,1.89,1.94,3.42,1.95,2.87,3.66,4.98,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,2.45,,2.48,5.15,1.33,2.65,2.24,1.62,2.04,1.56,1.68,3.09,2.36,5.66,3.38,3.32,7.67,4.75,3.26,1.98,1.48,1.86,5.52,4.26,1.44,3.77,5.8,7.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,0.5,,6.08,3.19,0.75,2.48,4.6,2.69,1.54,3.05,3.44,4.49,2.63,0.38,4.03,2.85,5.86,3.01,1.19,0.77,0.5,6.68,3.36,2.43,3.74,3.87,1.51,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,21.38,29,35.8,36.29,27.04,29.15,31.97,27.87,17.5,31.29,30.68,39.71,31.31,30.66,41.57,31.29,30.26,30.55,27.12,29.78,20.84,25.56,34.22,33.9,37.18,24.06,33.93,30.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
