"CRESCENT NR DUNDEE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,,
January,1.25,2.38,2.12,,0.25,,,,,,,
February,0.37,1.25,2.37,,,,,,,,,
March,1.38,0.62,3.13,,,-999.00,,,,,,
April,,1.38,1.56,,,,,,,,,
May,,1.50,2.38,0.69,,,,,,,,
June,2.20,2.25,4.19,,,,,,,,,
July,1.70,0.75,3.75,,,,,,,,,
August,,3.25,2.87,2.75,,4.75,,,,,,
September,,0.87,2.13,,4.06,,,,,,,
October,,6.62,4.37,,3.00,,,,,,,
November,3.25,,2.81,3.62,,2.50,,,,,,
December,1.87,-999.00,2.44,4.00,,5.50,,,,,,
Total,22.27,24.81,34.12,28.12,30.44,-999.00,,,,,,
Calc annual,12.02,20.87,34.12,11.06,7.31,12.75,0.00,0.00,0.00,0.00,,
Difference,10.25,3.94,0.00,17.06,23.13,-1011.75,NaN,NaN,NaN,NaN,,
