"ALDERLEY RECTORY, KNUTSFORD, CHESHIRE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR460,,,,,,,,,,,
,,,,,,,,,,,,
,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,,
January,,,,,,0.42,2.40,1.17,3.17,3.31,,
February,,,,,,-999.00,1.52,3.44,2.50,3.44,,
March,,,,,,3.96,1.36,2.34,-999.00,1.68,,
April,,,,,,1.25,2.28,0.28,4.25,1.77,,
May,,,,,,3.21,2.80,2.85,1.56,1.92,,
June,,,,,,2.20,2.54,4.00,1.29,3.58,,
July,,,,,,2.48,5.10,5.10,1.38,2.77,,
August,,,,,,3.97,1.55,4.80,0.86,2.03,,
September,,,,,,2.55,2.05,0.70,1.10,1.59,,
October,,,,,,2.56,4.00,0.63,2.42,2.85,,
November,,,,,,1.92,3.71,2.89,2.55,2.43,,
December,,,,,,3.00,2.64,3.81,0.52,4.25,,
Total,,,,,,29.36,31.95,32.01,25.58,31.62,,
Calc annual,0.00,0.00,0.00,0.00,0.00,27.52,31.95,32.01,21.60,31.62,,
Difference,NaN,NaN,NaN,NaN,NaN,1.84,-0.00,0.00,3.98,0.00,,
