BRIDGNORTH-ALDENHAM-PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SO670953,Long,-2.488151,Lat,52.554533,Elevation,430,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,,1.61,4.19,2.58,0.59,0.49,3.44,2.28,2.32,1.7,2.04,4.86,0.55,2.18,0.3,3.55,3.1,1.94,0.68,2.1,2.67,0.63,3.85,1.21,0.87,1.19,1.51,0.58,3.66,3.82,0.73,3.41,0.5,1.89,1.77,2.76,3.32,,,,,,,,,,
February,,,,,,2.77,0.85,0.82,0.6,1.32,0.87,0.08,1.23,2.12,1.34,0.2,0.49,2.31,1.54,3.35,4.19,1.75,1.57,2.29,3.66,0.64,1.58,1.42,0.96,0.87,3.39,0.43,1.42,1.23,1.93,3.52,3.69,0.86,1.45,2.6,1.33,,,,,,,,,,
March,,,,,,1.04,3.27,1.7,2.79,2.55,1.17,1.08,0.65,0.78,0.96,1.79,2.36,2.48,0.54,0.86,1.22,2.94,1.82,3.47,1.06,3.99,0.78,0.66,2.99,2.74,0.6,1.45,3.6,5.07,2.46,0.66,2.83,2.25,1.3,4.86,2.78,,,,,,,,,,
April,,,,,,3.03,1.28,1.06,1.74,5.47,0.82,2.72,1.38,0.52,2.13,2.31,1.56,1.84,1.93,2.67,1.05,2.11,1.89,1.76,1.11,1.64,1.08,2.24,2.81,2.03,1.61,1.02,0.22,3.58,1.08,0.99,0.9,1.81,2.01,1.96,4,,,,,,,,,,
May,,,,,,2.57,8.09,2.1,0.75,2.44,2.27,5.05,2.6,2.81,2.79,0.82,0.38,1.16,2.85,2.32,2.01,0.89,3.05,3.61,2.61,0.59,2.32,2.39,2.29,0.97,1.57,0.83,2.67,2.54,1.42,2.61,2.3,2.93,2.48,0.56,2.75,,,,,,,,,,
June,,,,,,3.75,0.89,1.33,2.14,0.44,1.16,2.46,3.56,3.16,2.84,1.65,2.36,2.65,1.25,3.08,2.12,2.72,2.59,0.4,0.5,2.4,2.05,2.75,2.78,3.35,2.14,3.16,4.09,0.99,3.41,0.82,1.07,1.73,1.24,0.87,2.26,,,,,,,,,,
July,,,,,,0.49,2.81,1.79,5.9,2.76,2.63,1.9,2.08,1.15,2.65,2.03,1.11,0.58,0.49,1.58,1.97,2.1,1.23,2.46,1.86,1.84,0.62,2.68,1.91,3.14,2.09,0.22,2.84,1.56,4.53,4.65,1.47,2.07,3.72,2.29,3.99,,,,,,,,,,
August,,,,,1.52,4.26,1.43,2,3.61,1.98,3.54,3.64,1.98,2.29,2.53,2.08,1.82,2.87,1.87,1.07,3.17,1.38,6.04,5.2,2.2,5.6,1.27,2.24,2.9,1.9,3.93,3.32,6.43,1.52,2.11,2.72,1.86,5.28,2.36,2.36,1.07,,,,,,,,,,
September,,,,,2.43,3.6,2.22,2.37,0.93,1.84,1.01,2.32,2.76,2.19,2.2,0.68,4.11,2.43,0.78,2.34,0.7,1.24,0.54,3.47,2.01,1.22,1.15,0.56,1.87,2.7,0.47,1.44,0.71,1.53,0.9,0.91,1.23,1.04,5,1.63,1.71,,,,,,,,,,
October,,,,,1.38,4.37,4.36,2.47,0.9,3.61,1.92,6.3,2.8,2.96,3.31,2.71,2.44,1.14,3.51,2.79,3.93,1.87,2.4,5.52,0.72,0.87,4.27,5.9,2.11,3.73,2.89,1.45,2.78,3.84,1.89,2.38,4.27,3.48,1.38,2.79,3.47,,,,,,,,,,
November,,,,,2.16,4.25,1.47,2.15,5.68,0.88,3.64,2.25,2.02,1.17,3.76,4.15,1.25,1.47,2.14,2.02,2.46,1.43,3.1,1.44,0.97,3.76,1.58,2.56,1.66,0.41,4.02,2.62,2.47,1.96,3.36,2.44,2.77,1.83,1.9,1.14,0.7,,,,,,,,,,
December,,,,,2.04,0.94,3.69,1.97,2.67,1.47,1.21,3.49,1.42,4.12,1.69,1.95,3.28,3.62,2.66,2.42,4.19,3.98,1.94,2.26,1.91,0.44,2.31,2.84,2.5,4.11,5.43,4.81,3.04,1.46,6,5.13,2.32,0.84,2.59,3.41,2.43,,,,,,,,,,
Total,,,,,,32.68,34.55,22.34,28.3,25.25,23.68,33.57,24.8,24.97,28.24,25.23,21.71,24.73,19.86,28.05,30.11,24.35,26.85,33.98,21.28,23.62,22.86,27.45,25.65,27.14,29.65,21.33,33.93,29.1,29.82,30.24,25.21,26.01,27.2,27.23,29.81,,,,,,,,,,
