"SOUTHPORT BIRKDALE",,,,,,,,,,,,
Grid ref,SD328156,Long,-3.017711,Lat,53.632591,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.27,1.91,2.29,2.84,2.77,1.57,4.15,1.20,1.98,2.29,,
February,3.23,1.55,1.64,2.33,3.93,1.32,3.08,1.70,2.23,0.96,,
March,0.99,2.79,2.05,2.95,1.89,3.12,2.55,2.57,2.39,2.69,,
April,1.64,1.70,1.57,2.03,1.64,2.55,0.90,1.39,2.54,2.93,,
May,1.74,1.01,3.18,2.54,1.89,0.30,3.35,3.30,2.88,1.43,,
June,1.89,1.70,1.51,2.21,1.09,2.08,1.95,6.16,1.76,2.66,,
July,0.67,1.72,2.39,2.64,1.38,1.89,1.18,1.36,3.26,4.74,,
August,5.90,3.27,1.96,3.99,2.85,3.04,3.70,3.95,3.75,3.36,,
September,1.74,0.85,1.10,5.92,2.12,2.08,1.60,0.73,4.20,2.68,,
October,4.74,2.97,3.17,7.37,2.15,2.81,5.75,3.85,2.54,4.55,,
November,3.25,4.45,2.09,3.09,2.08,4.45,2.57,2.60,2.69,2.07,,
December,3.55,4.29,2.83,3.29,2.40,0.62,2.86,3.35,2.24,5.64,,
Total,33.61,28.21,25.78,41.20,26.19,25.83,33.64,32.16,32.46,36.00,,
Calc annual,33.61,28.21,25.78,41.20,26.19,25.83,33.64,32.16,32.46,36.00,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,,
