HENLEY-ON-THAMES (GREENLANDS),,,,,,,,,,,,
Grid ref,SU775854,Long,-0.883380,Lat,51.562164,,,,,,,
Station no,997,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.53,1.51,0.96,2.05,3.16,4.19,1.75,3.19,3.58,3.22,,
February,5.04,0.95,1.85,2.48,1.59,0.32,3.27,3.97,0.18,2.69,,
March,3.70,1.89,0.56,2.40,1.17,0.80,1.56,1.75,2.43,1.31,,
April,3.06,1.33,2.49,0.36,0.62,1.93,0.22,1.16,2.59,0.68,,
May,2.00,2.39,1.65,2.92,4.71,0.21,1.68,2.36,0.61,2.00,,
June,0.85,1.15,1.70,3.59,2.45,2.64,1.26,4.01,2.00,1.78,,
July,0.86,0.37,2.79,2.49,0.16,1.87,2.98,2.84,2.19,2.80,,
August,4.52,3.57,2.07,3.65,0.43,5.06,3.34,4.06,1.11,2.78,,
September,3.32,2.84,2.39,1.65,2.43,3.02,2.85,4.71,0.09,3.41,,
October,0.90,3.62,3.22,0.86,2.93,1.36,1.93,3.42,3.28,6.70,,
November,6.20,2.43,1.38,4.99,1.61,0.62,2.11,3.08,2.55,4.66,,
December,1.68,2.96,1.01,2.70,2.68,3.66,2.46,3.47,4.73,3.58,,
Total,34.66,25.01,22.07,30.14,23.94,25.68,25.41,38.02,25.34,35.61,,
Calc annual,34.66,25.01,22.07,30.14,23.94,25.68,25.41,38.02,25.34,35.61,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
