THIRLMERE DALE HEAD HALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NY313175,Long,-3.063563,Lat,54.548069,Elevation,620,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,11,3.2,5.4,1.9,6.9,14.3,9.9,5.2,5.7,13.3,10.9,4.4,12.2,2.5,8.2,8.6,8.8,4.5,8.6,10.2,6.7,10.1,12.3,2.9,9.9,9.3,10.8,16.8,8.1,6.7,7.9,10.5,13.4,9.4,17,3.5,17,7.2,18.3,11.64,16.92,4.47,15.01,15.51,14.31,14.07,1.63,3.69,6.68,16.43,12.33,6.02,12.66,12.3,16.34,6.6,8.62,8.99,7.41,4.19,7.45,7.19,5.71,15.34,8.69,6.54,11.06
February,,,,,17,0.9,5.2,8.5,7.2,7.4,8.9,3.3,3.2,15.2,8,5.4,5.7,4,4.7,5,12.3,9.1,5.8,6.7,15.8,13.9,9.8,1.5,10.8,1.2,9.6,0.4,8.1,15.4,1.4,11.5,8.8,5.2,9.7,2.1,0.9,6.6,0.22,9.06,0.6,16.54,5.69,11.04,5.26,13.06,3.38,10.52,2.98,8.63,4.96,11.03,5.92,2.35,8.39,8.3,12.63,10.52,2.09,3.69,7.45,3.69,1.59,10.08,11.6,2.48,11.47
March,,,,,6.7,7.8,9.8,14.3,2.4,6.2,0.9,5.1,5.4,18.8,6.2,7.5,5.5,6.5,7.6,5.9,5.7,2.3,11.1,11.9,9.7,2.4,3,4.1,2.9,6.8,12.7,14.3,6,4.2,1.4,2.7,3.5,8.8,10.6,1.2,4.7,2,6.5,7.24,6.48,2.41,5.45,5.4,6.83,7.37,9.53,4.75,7.4,2.89,0.98,5.73,5.1,9.54,8.87,2.94,6.22,8.84,5.6,1.28,6.99,2.75,3.99,6.82,2.07,8.29,3.2
April,,,,,4.1,5.1,3.4,4.5,6.3,7.6,4.1,4.8,5,2.1,7.5,8.2,1.7,4.2,3.8,4.5,6,5.8,1.4,10.7,3.1,5,6,3.9,1.6,3.9,8.3,1.6,4.5,7.2,4.4,9,5.3,4.6,3.9,2.8,3.6,3.9,9,2.77,6.74,6.22,2.17,5.13,1.14,3.96,4.52,4.06,6.99,5.43,4.93,4.73,2.12,13.92,4.2,10.95,6.47,7.08,5.48,6.67,1.83,3.09,1.85,1.95,2.94,7.68,8.27
May,,,,,6.5,0.6,0.6,4,4.8,5.9,5.9,2,4,5.1,4.4,3,8.5,7.8,4.7,2.9,3.8,5.5,2.9,5,4.4,1.6,4.8,4.2,2.5,2.7,9.6,4.3,3.6,5.3,6.1,8.5,4.5,3.9,1.3,6.4,3.6,5.7,5.28,4.66,7.33,1.14,1.86,3.19,6.8,1.63,2.07,5.41,8.13,8.26,3.91,7.48,1.84,5.07,3.09,4.31,2.76,4.38,4.68,4.64,7.47,6.98,3.91,4.19,7.83,2.2,3.55
June,,,,,3.2,1.6,5.5,4.2,5,1.5,6.7,3.7,1.2,2.5,3.3,3.6,2.1,8.9,3.4,3.7,1.7,5.5,8,6.1,2.2,0.8,4,3.6,2.2,3.4,3.4,0.5,3.3,2.7,3.8,0.2,5.2,6.4,11.9,3.1,3.2,8.3,4.49,2.71,3.75,7.96,5.55,3.63,12.64,6.2,0.93,0.73,1.35,6.5,6.83,6.83,6.87,5.73,11.14,1.64,3.97,2.32,4.06,3.83,6.66,5.35,4.3,2.4,5.75,5.38,4.22
July,,,,,3.4,7.3,6.1,2.9,1.4,3.7,2.8,1.7,3.7,5,4.2,1.8,3.5,2.4,4.5,8.3,6.8,1.6,6.8,0.8,5,6.4,4.6,1.7,5.2,2.2,7.7,4.2,8.8,4,8.5,1.7,7.5,8,4.8,7.4,6,9.7,8.21,7.42,2.2,3.23,9,4.12,11.31,10.42,9.11,2.02,5.75,5.03,4.29,6.44,5.85,4.46,5.35,2.58,5.57,4.58,5.03,9.89,8.02,3.61,7.98,5.91,4.68,6.74,8.08
August,,,,,7.5,9.3,4.2,13.2,9.2,2.5,8.4,7.1,3,11.4,6.8,6.5,7.4,6.7,10,4.4,12.6,6.6,7.5,3.1,5.9,4.3,3.9,13.4,6.9,5.8,4.1,10,6.2,14,6.1,7,7.8,8.4,12.1,9,12.4,5.1,1.63,5.23,9.17,3.72,3.58,3.85,5.39,3.99,3.77,11.91,10.42,11.89,5.95,2.36,10.71,0.06,8.73,4.78,12.33,9.84,11.01,9.01,6.99,4.13,12.51,9.46,7.04,1.34,5.33
September,,,,,0.7,2.9,11.1,8.3,3.6,8.6,5.7,5.8,4.7,7.7,4.2,5.8,2.3,1.1,8.1,3.1,0.7,4.4,4.4,3.6,3.9,1.4,3.8,7.6,14.7,5.7,3.8,3.1,5.2,10.4,11.7,5.6,6.8,10.4,4.8,2.9,5.5,3.7,8.3,2.46,12.35,14.81,9.99,7.78,5.59,2.62,7.12,2.37,9.4,9.27,9.95,9.11,14.01,7.85,9.18,3.57,18.86,13.55,8.89,13.07,14.12,5.23,6.11,8.92,11.23,1.29,5.43
October,,,,,10,6.6,9.9,6,7.5,8.9,9.7,7.3,6.9,18.5,4.4,6.5,11.6,12.1,3.8,15.5,4.3,8.4,9.2,6.9,2,2.1,20.7,13.8,12.2,2.9,3.5,4,2.9,16.1,6.9,11.6,6.5,11.5,18.4,11.4,15.8,6.1,13.54,6.91,14.64,14.78,8.27,6.44,20.98,5.45,9.53,8.19,11.29,13.35,9.7,11.06,1.14,2.01,7.63,11.74,7.85,1.74,9.53,5.91,18.04,6.02,7.11,10.52,8.26,11.63,6.24
November,,,,,14.3,11.8,3.4,9,10.5,12.7,7.6,8.4,7,6,5.1,10.5,7.6,6.6,5.3,5.9,6.1,11.6,6.6,9.2,12.6,3.8,11.6,7.8,7.2,6.2,7.8,3.8,4.5,10,7.4,3,16.4,10.4,15.7,19.1,10.9,19.6,6.67,4.07,2.76,9.18,11.98,2.92,16.41,14.82,11.75,8.03,2.68,6.31,13.89,0.82,16.61,17.04,7.54,15.11,9.32,22.38,5.24,15.09,22.27,4.25,3.72,4.62,1.98,14.22,18.59
