MAESTEG-WELFARE-PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SS8472191647,Long,-3.6662537,Lat,51.611814,Elevation,550,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,4069/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,10.57,5.43,4.61,8.96,10.91,8.48,6.25,7.97,5.94,15.76,3.77,3.41,9.89,7.64,2.84,5.93,5.02,8.99,7.94,7.07,7.27,8.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,6.41,7.91,7.03,0.83,4.48,3.39,9.68,6.25,1.21,4.34,3.82,11.14,6.57,1.59,5.7,8.84,3.73,0.75,7.14,8.94,0.83,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,2.94,5.44,4.12,5.71,1.76,0.57,3.86,2.35,12,3.51,3.85,4.81,7.77,7.91,3.92,6.12,3.94,3.38,11.16,1.49,7.88,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,6.06,4.58,2.08,2.48,2.42,5.92,3.79,1.89,4.46,3.43,5.92,6,6.73,6.21,4.49,2.48,5.77,2.15,1.22,1.73,5.98,5.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,1.24,2.02,3.98,7.62,6.84,2.92,5.28,4.71,3.04,4.37,5.46,1.74,3.38,4.76,5.08,4.83,7.53,2.54,3.58,6.46,1.48,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,5.09,4.93,0.86,1.64,0.68,7.33,5.71,8.48,9.57,3.4,7.82,1.06,5.12,2.23,4.18,4.06,9.09,9.88,4.84,1.37,7.1,4.4,3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,6.97,16.32,6.81,5,7.66,6.15,5.81,5.56,5.27,5.5,4.41,2.2,8.46,2.42,3.06,11.01,10.57,0.97,6.45,7.59,8.47,6.22,12.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,6.05,4.43,1.07,9.55,9.02,8.65,3.93,5.03,11.83,1,9.52,4.79,14.06,13.56,9.8,9.52,9.08,1.46,11.65,8.05,8.2,2.53,11.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,4.03,1.76,3.36,0.72,6.61,7.69,5.66,6.42,14.86,3.7,10.07,4,15.18,7.08,4.29,6.9,11.5,4.21,9.37,13.53,12.74,0.78,8.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,10.85,4.56,8.85,6.32,9.27,6.62,11.19,7.68,1.88,2.56,8.33,12.07,5.52,1.49,6.22,5.25,16.19,4.55,3.08,9.16,10.01,8.21,7.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,,,11.21,17.63,14.55,4,1.31,4.85,14.68,1.14,13.53,6.7,4.44,8.86,9.79,12.78,5.45,7.12,13.73,6,2.29,3.11,5.99,11.85,16.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,,,7.91,5.33,7.08,6.8,11.54,4.05,6.7,11.1,7.88,7.64,9.5,10.19,4.75,6.98,7.11,2.74,7.25,10.97,8.02,5.5,8,14.42,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,,,82.18,67.96,55.85,71.69,71.75,74.96,74.27,87.99,57.15,85.5,65.99,89.98,80.88,68.22,68.63,105.61,64.03,63.51,79.35,86.2,71.85,91.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snow estimates kept,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
