"WIGAN W.W (WORTHINGTON)",,,,,,,,,,,,
Grid ref,SD582103,Long,-2.632919,Lat,53.587606,,,,,,,
Station no,2995,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.93,,,,,,,,,,,
February,2.86,,,,,,,,,,,
March,4.44,,,,,,,,,,,
April,2.21,,,,,,,,,,,
May,2.46,,,,,,,,,,,
June,1.18,,,,,,,,,,,
July,3.18,,,,,,,,,,,
August,5.21,,,,,,,,,,,
September,3.31,,,,,,,,,,,
October,0.69,,,,,,,,,,,
November,8.67,,,,,,,,,,,
December,7.63,,,,,,,,,,,
Total,45.77,,,,,,,,,,,
Calc annual,45.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
