WIGAN WW WORTHINGTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD582103,Long,-2.632919,Lat,53.587606,Elevation,225,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,2.24,2.3,3.53,2.68,2.18,2.51,3.17,1.28,5.09,4.24,4.23,4.05,1.58,5.77,3.3,1.54,0.57,0.78,2.91,5.09,3.92,1.97,5.24,2.02,1.7,1.19,3.52,1.8,3.18,1.48,2.63,2.89,1.06,1.33,2.52,4.83,4.66,2.56,2.81,2.68,3.08,1.32,5.45,1.56,2.69,1.7,3.79,1.13,3.68,3.97,2.36,4.72,2.42,2.61,2.74,4.48,3.94,5.77,4.41,2.96,3.02,2.43,4.79,4.27,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,2.4,2.36,3.76,2.57,2.04,4.36,1.23,3,3.92,0.75,1.66,0.84,3.81,4.28,1.67,3.36,2.22,5.37,1.94,2.49,2.57,2.95,0.89,0.78,0.96,2.05,0.55,0.09,2.25,4.07,4.58,0.34,1.61,2.49,2.16,1.52,3.01,1.83,1.43,2.87,3.85,2.01,3.57,1.63,2.93,1.08,3.15,2.9,1.81,1.22,2.17,4.22,3.37,1.39,3.54,1.06,2.99,0.17,3.75,5.5,1.04,6.08,3.65,1.85,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,2.68,1.9,2.09,1.16,4.77,1.49,2.56,1.29,4.03,3.88,3.3,0.78,2.87,3.89,1.68,1.39,2.29,3.69,3.21,1.16,2.54,2.45,2.5,1.88,2.58,2.13,2.54,1.09,0.96,0.82,2.84,3.28,4.12,2.77,1.42,2.04,0.75,2.75,2.59,3.31,1.89,2.81,2.31,2.78,3.04,2.95,0.72,1.14,5.85,3.83,4,1.46,1.85,2.18,1.69,6.27,4.14,2.78,2.84,1.95,1.56,1.45,1.25,5.88,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,1.68,1.51,0.57,3.8,1.95,2.38,1.61,2.95,2.92,0.9,1.68,0.89,2.66,2.39,1.64,2.18,1.56,1.56,4.33,1.85,1.02,1.41,1.46,1.29,1.16,2.17,1.54,2.34,1.67,0.35,1.59,2.67,1.49,2.58,1.67,3.2,1.8,2.4,1.97,1.83,1.81,2.84,1.41,1.8,2.6,2.87,2.49,3.1,0.57,4.73,1.09,2,3.28,2.11,0.99,2.18,5.49,1.77,2.43,3.4,2.03,1.64,1.42,1.98,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,2.06,3.24,1.88,2.33,1.85,3.27,1.57,2.11,3.3,1.87,1.36,2.2,0.86,3.17,4.44,1.79,2.45,3.55,2.44,0.65,1.51,1.78,5.16,1.98,0.72,3.32,2.11,2.45,3.3,2.18,3.19,0.91,0.43,2.29,3.36,2.77,2.18,0.99,3.73,3.04,2.25,0.59,3.4,3.28,3.13,2.8,3.02,2.31,2.19,2.83,2.06,1.48,2.59,2.42,2.54,1.53,6.85,2.36,1.59,3.5,5.68,4.32,3.52,1.21,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,3.31,0.54,4.73,1.29,0.45,2.11,1.89,3.26,5.92,2.05,1.13,3.58,3.24,1.91,3.46,5.32,2.51,2.64,5.18,3.75,1.98,2.8,2.21,0.78,2.34,0.67,3.69,2.58,3.86,2.02,3.09,2.06,3.4,4.37,2.81,2.01,2.69,2.04,1.64,1.92,1.83,1.9,2.85,6.31,2.07,2.98,2.88,3.45,4.05,2.43,1.19,2.12,4.32,2.1,1.83,2.56,2.77,0.41,2.91,0.85,2.8,0.04,1.7,4.44,6.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,2.15,3.56,3.48,3.89,0.64,1.07,0.84,5.1,5.83,3.16,3.17,5.86,3.47,6.61,1.79,4.37,6.31,4.4,5.84,2.79,4.16,1.95,3.94,1.29,7.61,3.11,2.71,2.97,3.64,3.19,3.31,4.88,2.42,1.5,0.56,2.47,1.9,1.87,3.34,2.95,1.11,2.04,1.29,3.22,4.56,5.57,5.04,0.29,4.36,1.88,5.03,3.77,2.36,2.12,3.89,1.54,6.92,1.45,4.5,4.48,5.38,3.44,3.87,3.81,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,2.07,4.85,4.87,1.95,4.05,2.89,2.07,1.68,4.16,4.65,4.91,2.5,3.65,5.46,6.28,6.64,1.51,5.02,4.62,2.79,1.85,2.06,1.88,1.61,4.46,5.95,4.91,7.3,4.18,3.99,5.02,3.46,2.76,4.11,5.07,1.51,6.14,2.57,2.12,5.31,4.36,4.01,3.12,4.55,3.3,3.14,4.95,2.98,7.09,2.41,2.55,4.8,4.02,6.79,3.5,4.07,2.74,6,3.9,5.23,8.09,3.42,4.4,6.18,6.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,6.21,4.01,0.35,6.72,2.86,2.2,7.88,2.84,3.93,6.69,2.6,4.33,5.01,5.75,2.81,5.09,3.02,4.75,2.37,2.44,5.6,2.84,5.11,4.01,4.55,1.23,3.27,2.5,3.24,3.97,4.89,0.69,1.38,6.68,4.38,1.37,5.98,1.64,1.36,1.89,5.16,2.08,2.32,1.71,1.07,4.41,2.95,0.38,3.89,2.38,1.91,4.61,0.83,2.77,2.34,10.77,1.99,3.65,1.27,4.29,4.07,4.07,4.55,4.87,6.96,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,6.4,2.22,5.18,2.59,5.1,6.58,4.47,9.95,7.35,5.01,5.93,6.6,6.22,2.69,4.97,4.49,2.46,2.81,3.9,3.47,5.3,1.98,6.04,5.38,2.03,2.06,3.02,2.84,4.03,5.53,3.22,3.61,4,4.56,2.03,3.69,2.98,5.61,3.2,3.96,7.6,2.47,3.82,5.91,3.17,2.22,5.18,3.11,2.46,4.7,2.42,2.83,2.11,6.94,7.58,4.08,3.11,1.25,3.15,0.43,5.34,4.58,4.8,3.83,4.19,4.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
