FROME-SELWOOD-SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST773479,Long,-2.32537,Lat,51.23042,Elevation,320,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,1.56,4.73,4.85,1.1,4.5,1.66,1.22,4.08,5.09,5.17,4.05,3.68,1.95,4.02,4.02,4.64,4.13,6.14,1.45,5.1,2.63,3.23,2.52,2.72,0.92,4.36,5.15,3.59,5.37,2.95,3.3,4.38,,,,,,,,
February,,2.82,2.47,1.34,4.1,7.24,5.51,0.92,1.74,2.74,1.02,0.37,4.25,7.26,0.44,5.27,2.31,4.6,2.57,0.95,0.81,2.26,0.07,3.67,0.16,3.07,2.61,6.59,0.96,1.8,2.91,2.87,0.31,,,,,,,,
March,0.99,3.05,6.51,3.88,5.95,1.17,3.84,3.64,1.03,5.14,2.28,2.18,2.96,2.1,1.59,0.33,0.62,4.33,3.09,0.16,1.75,0.79,2.1,3.68,2.54,1.03,2.82,3.98,0.09,1.32,2.25,3.43,2.13,,,,,,,,
April,2.75,2.37,0.15,3.5,1.77,1.2,1.1,1.8,2.81,2.4,3.91,0.93,3.53,2.64,3.47,2.5,3.74,1.75,1.32,1.05,1.77,2.3,2.98,1.24,2.12,4.86,2.31,2.64,0.09,3.44,2.11,1.14,1.84,,,,,,,,
May,1.54,1.38,1.57,2.54,1.95,3.96,2.61,2.77,1.9,0.64,2.38,2.65,0.81,1.93,4.84,5.11,3.33,1.22,1.38,2.28,1.64,2.78,4.7,2.13,1.19,1.74,0.53,2.73,1.52,0.84,1.71,1.85,5.48,,,,,,,,
June,6.23,2.38,3.91,1.07,1.64,0.52,2.98,4.93,0.84,0.92,3.35,0.32,1.2,0.67,2.72,0.02,2.9,3.65,2.72,1.08,1.29,2.42,1.45,1.69,1.8,3.57,3.63,1.65,1.59,2.43,0.6,2.49,0.29,,,,,,,,
July,2.85,0.06,3.42,0.68,3.71,4.38,1.2,3.03,5.56,2.22,4.63,0.51,4.3,2.05,3.99,4.58,2.11,5.5,2.17,1.9,2.42,4.14,4.37,3.46,2.15,0.52,5.96,2.52,3.05,6.08,3.36,1.78,1.94,,,,,,,,
August,3.9,1.29,7.03,1.52,3.43,3.64,5.12,6.91,2.24,3.48,1.25,1.59,4.67,4.56,3.48,3.07,1.92,4.17,3.16,2.85,4.03,5.02,1.16,1.41,2.71,1.74,0.5,0.95,3.83,4.02,0.27,5.29,4.24,,,,,,,,
September,0.21,1.37,1.02,2.44,1.35,1.86,2.03,2.35,6.28,1.99,1.93,1.82,1.95,3.18,3.68,3.8,1.21,6.3,1.47,0.38,3.92,1.77,4.22,2.02,3.14,5.97,4.12,2.49,2.95,0.88,1.82,0.45,1.39,,,,,,,,
October,5.7,3.62,5.04,2.71,3.3,4.98,5.89,6.07,1.89,1.82,2.86,0.86,1.87,5.68,6.05,3.89,4.23,2.83,5.07,5.69,2.75,0.81,6.69,2.74,2.33,4.44,2.19,4.15,5.38,3.15,4.23,1.91,3.74,,,,,,,,
November,4.51,4.6,2.06,3.1,4.54,2.39,4.33,0.79,1.91,2.36,1.8,2.07,1.91,3.28,4.08,2.76,7.68,3.2,4.13,7.14,5.13,3.95,2.08,0.57,1.45,6.87,3.1,1.84,4.92,7.61,9.31,1.97,1.77,,,,,,,,
December,8.06,8.6,6.23,2.46,8.71,7.56,3.95,0.8,3.88,6.02,3.1,2.44,4.52,3.75,6.05,4.38,0.49,3.13,3.43,7.76,3.32,1.14,1.84,0.65,8.26,4.11,3.16,3.05,4.46,2.57,1.92,2.06,3.86,,,,,,,,
Total,,33.1,44.14,30.09,41.55,43.4,40.22,35.23,34.16,34.82,33.68,19.79,35.65,39.05,44.41,39.73,35.18,44.81,36.65,32.69,33.93,30.01,34.89,25.78,30.57,38.84,35.29,37.74,32.43,39.51,33.44,28.54,31.37,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School started at Selwood Hill but moved to Wine St in 1915 so NGR is for there,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Observations at 9.45am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914 Sept Inspection Gauge in excellent condition but on very sheltered lawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915 Dec22 Gauge moved 200yds W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927 Sept 9 Inspection ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927 Sept 17 New measure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
