STURMINSTER NEWTON (STOCK GAYLARD),,,,,,,,,,,,
Grid ref,ST721124,Long,-2.398204,Lat,50.910387,,,,,,,
Station no,1623/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.88,2.57,0.94,1.80,3.27,4.91,2.51,2.62,4.32,,,
February,5.70,0.90,1.79,3.12,2.56,0.12,3.87,3.38,0.26,,,
March,3.73,2.52,0.75,4.06,1.63,0.90,2.03,1.17,4.18,,,
April,2.09,1.89,2.94,0.21,0.77,1.03,0.45,0.71,2.91,,,
May,2.68,3.07,2.41,1.94,4.17,0.47,1.60,2.17,1.14,,,
June,0.58,1.98,2.68,3.35,2.39,2.28,2.17,3.10,,,,
July,1.75,0.84,2.52,2.91,3.01,2.29,3.90,1.63,,,,
August,4.01,3.54,2.12,2.74,0.45,3.53,3.10,2.84,,,,
September,3.38,4.26,2.31,3.53,0.70,4.09,3.22,5.54,,,,
October,0.92,3.95,3.85,2.35,3.12,1.42,2.28,3.25,,,,
November,9.63,4.14,1.92,7.21,4.07,0.83,2.27,3.04,,,,
December,3.51,2.69,0.84,3.09,4.65,6.14,3.17,4.56,,,,
Total,40.86,32.35,25.07,36.31,30.79,28.01,30.57,34.01,,,,
Calc annual,40.86,32.35,25.07,36.31,30.79,28.01,30.57,34.01,12.81,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NaN,NaN,,
