BUCKDEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD942772,Long,-2.0903842,Lat,54.190532,Elevation,800,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,6.1,3.38,10.7,12.12,9.12,11.04,3.6,12.18,9.32,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.53,8.79,11.76,6.6,4.5,5.28,7.13,8.31,7.32,13.58,2.46,10.45,4.14,8.89,4.3,5.83,2.56,7.59,,,,
February,5.71,7.58,6.63,1.59,2.89,2.01,8.51,7.54,2.04,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5.37,0.16,5.33,8.63,0.95,8.46,5.43,3.74,7.71,0.92,1.61,6.64,0.72,8.39,0.28,11.19,4.43,,,,
March,4.69,4.62,7.63,4.09,6.87,2.51,9.75,5.54,3.63,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.82,6.37,5.96,4.39,2.48,1.9,2.11,2.68,5.31,5.87,0.88,4.24,1.09,4.26,3.58,5.18,2.03,3.64,,,,
April,1.97,4.02,6.98,0.81,3.25,2.8,3.69,4.94,1.83,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13,3.51,7.47,1.95,3.48,3.95,2.83,7.71,2.33,4.25,1.01,2.17,4.09,3.99,5.58,1.66,4.75,4.08,2.09,,,,
May,3.43,2.56,4.14,2.89,2.14,3.32,1.23,3.67,6.62,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94,2.2,6.72,2.95,3.35,6.02,7.62,5.16,3.79,2.83,1.76,3.34,1.8,3.11,4.08,2.61,4.69,1.35,2.69,,,,
June,2.58,3.52,5.01,2.42,2.13,4.79,4.17,4.51,3.74,7.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,1.12,1.47,0.46,2.9,1.28,2.7,0.05,2.8,4.5,8.26,2.34,2.39,6.3,2.69,2.14,2.99,4.95,5.13,,,,
July,0.62,8.59,4.84,5.11,3.8,5.94,2.76,6.68,2.1,6.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.11,2.37,8.94,3.39,6.25,5.03,6.61,1.61,3.61,5.36,2.8,4.09,6.05,4.06,6.09,4.83,3.87,2.87,6.67,,,,
August,2.14,2.61,5.71,5.5,7.64,3.43,5.86,9.26,8.91,7.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.93,4.6,3.61,7.84,5.69,7.99,6.26,5.89,4.43,9.07,7.26,6.48,6.54,4.49,1.58,1.79,4.71,2.02,3.22,,,,
September,4.13,7.98,11.37,4.91,6.79,5.53,5.57,5.84,5.92,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.24,4.09,2.13,3.08,4.28,6.53,6.23,3.43,4.34,7.25,1.25,2.39,4.14,2.87,7.57,2.22,4.43,9.38,4.12,,,,
October,14.88,5.73,10.24,7.43,9.65,6.03,4.4,9.59,7.22,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.87,4.75,2.68,2.95,2.05,9.02,6.62,6.51,4.38,7.66,8.64,7.1,7.32,3.25,7.88,4.06,8.33,9.81,6.28,,,,
November,4.1,3.11,13.13,6.74,5.57,9.14,5.61,11.95,5.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.54,6.1,4.46,2.89,2.43,10.54,5.04,4.11,10.51,6.55,9.29,8.44,6.63,8.34,5.56,4.15,3.12,8.09,5.99,,,,
December,4.71,6.01,8.03,3.87,7.06,5.52,12.7,7.31,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.56,9.29,6.54,12.29,6.84,5.77,9.54,7.69,1.97,2.51,4.62,12.72,6.26,4.15,4.04,0.9,7.78,3.17,8.25,,,,
Total,55.06,59.71,94.41,57.48,66.91,62.06,67.85,89.01,59.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.38,64.55,55.68,53.59,71.74,61.58,59.86,54.58,66.35,72.05,53.33,61.52,52.43,58.94,40.63,55.96,61.5,60.1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2 observers. First - W R Metcalfe lived at the Buck Inn, Buckden 1871; second W E Clayton died in July 1939 when he was living at Buckden",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Same elevation throughout. NGR for the Buck Inn.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
