CARBETH STIRLING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS 526 794,Long,-4.363454,Lat,55.985335,Elevation,480,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859
January,,,,,,0.75,3.87,4.7,6.85,4.72,3.97,3.26,1.49,2.02,2.27,3.23,1.09,4.72,5.15,0.82,0.52,2.56,1.39,0.32,9.79,1.85,6.32,2.67,1.4,3.1,6.05,2.97,2.84,4.22,4.28,4.24,5.31,2.64,4.14,7.37,3.42,6.33,7.94,5.58,4.23,0.94,2.76,2.81,2.92,3.86
February,,,,,,4.86,3.26,4.56,5.03,4.2,1.7,0.74,4.69,3.14,2.46,2.89,6.84,2.01,3.47,1.33,3.56,3.84,2.81,6.15,2.74,3.98,2.32,5.1,0.7,3.91,3.59,3.93,3.96,0.37,4.23,3.14,3.58,1.59,8.71,2.83,6.53,3.36,4.71,1.82,2.65,0.8,4.6,2.5,0.87,4.22
March,,,,,,5.56,2.81,4.61,2.92,2.84,2.62,4.69,5.04,2.96,2.72,2.61,1.5,4.17,1.82,1.42,3.76,5.6,3.96,1.53,3.47,3.56,5.02,1.14,4.48,4.57,0.3,3.54,5.88,1.7,6.06,3.61,4.49,1.36,4.13,1.15,0.36,5.14,0.66,0.96,3.18,2.49,0.13,2.1,1.2,3.86
April,,,,,,1.43,1.67,0.32,0.68,3.66,2.09,3.26,2.61,1.26,1.79,2.14,2.26,3.13,4.47,3.35,4.81,2.4,2.56,3.86,0.48,1.05,2.95,1.91,1.59,1.66,0.73,2.54,0.02,3.73,2.09,2.6,2.05,3.18,1.44,2.11,3.71,2.07,0.73,1.99,0.76,1.39,2.1,1.7,1.76,3.09
May,,,,,,3.68,3.44,3.37,1.39,3.45,6.44,1.94,1.1,4.23,0.27,1.82,0.17,4.76,1.47,1.94,3.64,1.79,1.49,2.39,2.57,4.9,0.55,2.43,1.98,1.73,3.15,2.55,3.64,2.82,0.03,1.13,2.35,4.34,1.89,3.58,2.92,0.97,3.4,0.76,3.43,1.91,3.4,2.71,5.01,0.33
June,,,,,,1.83,2.75,4.41,3.36,3.67,1.88,0.56,1.31,1.03,2.96,3.68,0.94,4.02,3.29,3.73,1.86,3.53,3.17,6.12,3.9,1.88,4.66,3.39,8.01,3.07,4,2.77,3.54,1.77,5.22,4.25,4.66,2.74,3.8,1.97,2.43,3.48,2.31,4.27,5.69,2.98,4.95,2.8,4.6,1.6
July,,,,,,1.71,4.62,3.25,4.8,3.02,2.31,3.11,6.05,7.4,2.89,0.69,2.8,4.19,4.99,3.88,6,4.19,1.47,2.08,2.08,3.75,7.4,4.76,4.96,4.78,6.35,2.43,3.36,3.46,4.56,2.16,5.49,2.15,5.33,5.09,2.94,3.64,7.24,7.24,4.74,4.63,2.53,3.05,6.33,2.3
August,,,,,,3.64,1.61,6.18,1.27,2.41,6.17,2.64,4.09,6.56,2.84,2.34,5.5,3.39,2.79,6.67,3.83,3.9,4.26,1.78,4.83,2.44,3.95,3.64,5.67,4.16,4.28,7.39,1.86,4.87,2.68,2.96,6.47,3.21,4.23,3.34,4.92,5.03,6.53,4.36,2.94,4.22,6.09,1.64,3.34,3.42
September,,,,,,5.55,6.1,2.16,2.91,3.51,4.21,6.89,2.96,6.32,2.4,4.39,1.54,2.56,3.07,2.96,9.22,3.32,1.88,3.73,3.98,6.34,6.8,2.94,3.29,6.86,4.79,4.5,2.14,0.84,1.46,5.38,3.08,3.26,1.81,1.7,2.65,1.04,1.31,3.05,3.22,1.1,4.06,2.34,4.01,6.32
October,,,,,4.42,5.31,2.67,1.35,4.38,4.07,2.63,6.32,5.65,3.42,4.45,4.99,4.34,3.84,2.92,4.92,2.23,9.8,7.68,4.16,3.53,3.24,3.4,5.4,4.74,5.13,1.62,6.4,0.7,6.6,2.27,7.23,5.71,6.23,3.88,3.4,2.35,3.54,2.14,6.86,3.64,5.8,2.52,3.64,6.4,3.58
