WEYBRIDGE OIL MILLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ073655,Long,-0.459665,Lat,51.378422,Elevation,36,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,0.65,1.98,0.91,2.76,2.83,1.07,0.85,2.38,2.9,0.97,3.48,0.54,2.1,0.73,1.78,1.09,3.17,2.43,0.5,3.94,0.91,1.09,3.08,3.72,2.21,2.23,2.39,1.35,2.41,1.8,2.88,1.67,3.45,1.16,3.38,1.06,1.42,1.4,1.3,0.81,4.01,4.12,2.42,4,2.34,1.29,2.61,4.48,1.63,1.74,1.6,1.7,3.59,1.27,0.8,3.1,2.06,0.9,1.06,2.7,3.8,1.62,2.24,2.08,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,0.29,2.24,1.31,2.25,3.95,1.54,0.8,0.95,2.49,0.5,1.65,1.47,0.92,0.32,2.86,1.28,1.81,0.87,2.74,3.78,3.58,0.82,0.92,1.95,0.37,0.4,2.12,2.88,0.43,3.36,2.09,3.71,1.67,0.37,0.68,1.43,0.12,2.9,0.15,2.73,1.56,3.98,0.43,1.04,1.77,2.1,0.91,1.19,0.74,1.47,2.34,1.28,1.16,1.06,3.7,6.49,0.88,1.09,2.16,1.34,0.18,2.94,2.24,0.05,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,3.08,3.41,1.46,0.47,1.08,1.77,1.76,2.33,1.35,3.11,1.1,0.83,2.79,2.94,0.92,1.45,2.71,2.63,4.45,0.74,4.32,1.73,1.02,3.36,1.39,1.21,1.72,2.07,0.74,0.41,0.99,2.43,1.37,0.01,1.08,0.19,1.15,2.58,2.04,0.29,1.22,2.76,0.32,0.79,2.83,3.08,1.74,0.41,0.14,0.82,1.15,4.68,0.69,0.47,0.85,3.59,3.09,0.37,2.02,0.89,0.44,1.02,1.38,1.7,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,0.51,1.57,0.87,2.4,0.83,1.92,0.75,1.96,1.02,1.36,0.49,3.31,2.49,1.73,0.94,1.79,0.03,2.29,1,1.15,1.11,1.93,3.24,2.39,3.01,0.66,2.49,1.86,3.26,1.81,2.54,1.48,1.32,0.7,1.15,3.72,2.19,0.65,1.68,3.36,1.6,2.64,0.04,2.45,2.04,1.26,1.04,0.79,1.18,1.2,1.8,1.57,1.35,1.82,3,2.45,1.84,2.06,0.42,0.2,1.26,0.22,0.91,2.07,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,0.28,1.47,2.63,1.48,1.21,0.41,2.01,1.97,2.33,0.4,1.68,1.43,1.8,1.63,1.59,1.44,1.15,1.94,0.98,3.16,1.49,2.69,2.41,0.21,0.7,1.08,0.81,2.11,3.37,1.68,1.36,1.04,2.04,1.59,3.38,2.16,4.12,2.65,0.44,1.34,0.6,2.39,1.67,1.61,1.45,1.28,2.95,2.08,1.02,1.67,2.96,1.49,2.27,1.95,1.47,2.27,2.1,1.46,3.13,3.51,0.15,1.21,2.33,0.47,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,2.22,4.74,1.44,1.64,2.29,1.64,4.72,6.58,0.6,5.06,2.14,2.1,1.91,4.15,1.6,1.8,3.25,0.36,1.4,0.83,1.53,2.96,0.99,1.14,1.62,0.15,0.93,0.28,2.15,0.02,2.78,2.86,2.22,0.78,0.58,1.35,0.98,1.85,1.19,3,3.49,1.89,0.62,1.42,0.65,1.98,1.69,1.47,2.64,2.01,2.62,2.97,3.21,0.52,1.2,1.04,1.78,1.53,4.25,2.33,1.75,0.83,4.02,1.15,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,0.99,1.22,0.71,0.56,0.77,1.29,1.14,3.48,1.76,0.52,0.81,1.02,2.67,2.44,2.59,1.68,1.48,1.28,2.76,3.56,0.9,5.43,4.81,2.27,4.67,0.15,3.06,1.81,3.18,4.04,1.32,2.54,2.03,1.2,1.53,3.18,2.35,1.46,3.23,1.35,3.16,0.62,1.01,2.3,2.37,3.72,1.91,2.01,1.93,4.37,2.1,3.38,0.96,1.4,3.56,2.02,0.51,3.61,2.57,0.24,4.62,2.88,1.71,2.73,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,2.11,3.02,1.2,0.91,2.73,1.66,4.19,3.44,1.65,2.59,0.89,2.2,2.59,1.97,1.84,0.48,5.56,1.41,1.54,2.22,3.12,3.89,0.92,2.28,1.62,0.73,2.73,1.65,2.41,3,0.92,2.77,2.27,2.26,2.64,3.97,0.95,0.54,1.94,2.68,0.76,1.6,1.97,2.05,0.07,4.85,2.25,1.39,2.06,1.73,3.75,0.26,3.18,1.62,2.35,3.47,3.3,1.8,2.9,1.36,3.79,3.28,2.94,1.25,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,5.53,2.08,0.8,2.56,0.53,1.03,3.27,3.62,1.43,1.68,1.59,0.52,1.4,2.85,0.88,1.07,2.63,1.74,0.75,1.94,1.42,1.74,4.84,1.35,2.11,1.74,1.46,1.4,2.72,2.55,1.91,4.64,0.95,0.12,2.49,1.79,1.92,2.31,1.35,3.74,2.21,1.76,1.23,0.7,1.24,0.31,0.76,1.62,2.05,2.08,2.68,0.97,1.18,0.61,2.68,2.52,3.35,2.01,2.05,1.4,2.77,2.64,3.56,0.45,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,2.92,2.57,0.84,3.21,2.3,1.8,1.59,1.61,6.15,1.65,1.42,3.9,3.87,2.21,3.49,2.97,2.97,2.54,3.52,1.35,2.72,3.97,3.38,1.18,0.65,1.43,0.78,0.86,5.62,3.24,2.96,2.35,1.2,4,2.81,0.8,0.59,4.83,1.59,1.53,2.74,1.92,2.56,2.51,4.78,2.38,0.96,3.87,2.16,3.26,2.61,0.9,0.18,2.18,5.07,0.27,0.59,2.87,2.94,1.89,2.85,1.66,1.59,2.26,2.58,6.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
