"RHUBINA RESR",,,,,,,,,,,,
Grid ref,ST150824,Long,-3.226852,Lat,51.534082,,,,,,,
Station no,4075,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,6.39,5.33,1.41,3.67,4.13,6.01,6.14,4.70,5.56,4.97,,
February,4.74,1.31,2.97,5.22,2.41,0.44,5.54,6.06,0.44,3.84,,
March,5.07,3.73,2.19,5.25,1.83,1.81,6.35,1.25,3.82,2.65,,
April,4.38,3.52,4.09,1.43,2.60,2.57,0.33,1.02,3.87,3.29,,
May,2.96,4.03,3.75,2.42,5.55,1.55,2.08,4.57,1.41,1.48,,
June,0.86,2.89,2.16,5.80,5.63,2.77,1.45,3.93,1.86,2.72,,
July,1.32,3.19,6.66,5.17,0.31,3.76,5.75,6.10,3.67,7.54,,
August,6.21,6.87,6.95,4.85,1.14,5.73,4.15,5.98,2.00,7.31,,
September,4.40,4.89,7.05,7.55,2.08,5.96,6.24,8.36,0.42,6.07,,
October,2.22,5.43,3.64,8.27,2.78,2.31,5.32,5.97,6.52,9.16,,
November,9.93,5.46,4.30,10.09,4.64,1.46,3.12,2.96,6.08,10.37,,
December,4.31,4.29,2.23,4.80,7.69,6.55,3.35,4.90,11.25,8.70,,
Total,52.79,50.94,47.40,64.52,40.79,40.92,49.82,55.80,46.90,68.10,,
Calc annual,52.79,50.94,47.40,64.52,40.79,40.92,49.82,55.80,46.90,68.10,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
