RHUBINA-RES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST150824,Long,-3.226852,Lat,51.534082,Elevation,336,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,4075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,6.82,6.02,3.56,6.04,5.72,8.24,5.06,11.77,2.2,8.81,3.61,8.37,3.42,5.35,1.22,5.61,6.09,6.99,7.83,3.96,4.76,6.02,9.12,5.96,5.39,5.91,3.88,11.66,1.92,1.94,6.39,5.33,1.41,3.67,4.13,6.01,6.14,4.7,5.56,4.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,0.06,5.85,10.73,0.71,7.62,4.35,3.95,6.66,1.86,0.8,4.27,0.02,6.33,0.68,6.14,2.25,7.87,2.26,3.73,4.56,4.6,0.17,2.91,1.6,6.84,5,1.77,3.39,2.82,9.1,4.74,1.31,2.97,5.22,2.41,0.44,5.54,6.06,0.44,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,4.02,4.97,1.78,2.49,0.57,0.87,4.57,5.32,0.75,2.87,1.17,2.63,4.48,2.65,1.37,3.94,4.63,0.97,1.92,3.93,4.13,3.14,1.54,0.46,1.8,1.43,8.25,2.79,2.2,2.59,5.07,3.73,2.19,5.25,1.83,1.81,6.35,1.25,3.82,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,0.92,3.47,3.56,3.9,3.53,2.47,2.38,1.86,0.55,3.5,3.88,5.87,2.07,3.27,6.52,3.69,4.03,0.26,4.16,3.33,1.81,2.24,1.54,3.83,1.99,2.42,3.82,3.03,3.97,3.44,4.38,3.52,4.09,1.43,2.6,2.57,0.33,1.02,3.87,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,2.66,1.72,3.3,5.6,5.54,2.6,1.78,0.81,3.97,2.16,7.89,5.41,2.67,2.21,0.73,2.19,2.48,3.81,1.07,1.94,2.53,6.41,4.6,3.67,3.95,4.94,2.26,3.86,4.45,1.87,2.96,4.03,3.75,2.42,5.55,1.55,2.08,4.57,1.41,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,0.08,1.69,1.28,3.23,0,2.07,4.58,3.43,3.73,0.92,3.88,1.75,2.12,2.24,5.59,4.29,1.41,2.63,2.05,0.69,2.11,0.45,4.63,3.19,5,5.96,2.46,3.96,0.65,2.19,0.86,2.89,2.16,5.8,5.63,2.77,1.45,3.93,1.86,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,1.49,5.08,2.41,6.08,4.87,2.75,4.61,2.65,2.68,3.9,4.61,5.17,3.1,1.64,0.63,9.04,3.25,4.42,8.37,5.8,3.39,3.45,4.1,2.63,2.99,2.08,3.67,5.11,1.58,6.15,1.32,3.19,6.66,5.17,0.31,3.76,5.75,6.1,3.67,7.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,3.92,4.5,4.18,7.33,5.83,5.24,6.79,3.89,4.68,6.19,4.82,1.11,1.37,5.15,2.69,1.77,0.59,4.04,3.49,0.2,8.53,5.54,5.5,3.73,3.42,8.95,0.83,6.33,3.43,10.01,6.21,6.87,6.95,4.85,1.14,5.73,4.15,5.98,2,7.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,3.46,4.92,4.08,9.33,6.11,2.13,8.49,0.79,0.72,5.8,2.2,7.01,1.85,4.74,9.06,4.15,2.33,2.66,1.25,1.86,1.04,4.21,4.94,6.07,2.93,7.79,2.66,4.86,3.69,8.71,4.4,4.89,7.05,7.55,2.08,5.96,6.24,8.36,0.42,6.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,2.64,1.85,9.06,6.93,7.05,4.52,4.34,9.32,7.62,6.77,1.47,7.9,5.11,4.19,7.6,2.47,4.04,9.61,4.06,7.64,3.52,5.38,2.05,6.65,5.79,1.09,1.54,6.74,9.48,2.35,2.22,5.43,3.64,8.27,2.78,2.31,5.32,5.97,6.52,9.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,3.95,2.53,4.53,4.42,2.99,9.66,7.35,6.64,12.92,5.93,8.12,2.77,0.88,1.86,7.61,5.86,2.81,7.01,12.43,10.42,2.65,0.8,3.51,9.28,0.91,8.5,5.67,2.92,4.89,7.05,9.93,5.46,4.3,10.09,4.64,1.46,3.12,2.96,6.08,10.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,4.14,7.48,4.84,9.06,4.62,0.32,3.83,5.61,10.62,5.5,2.94,2.77,2.13,12.37,4.79,5.74,3.29,5.58,2.94,3.54,4.41,5.87,2.94,3.48,7.61,5.14,5.62,6.01,5.88,3.13,4.31,4.29,2.23,4.8,7.69,6.55,3.35,4.9,11.25,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,34.16,50.08,53.31,65.12,54.45,45.22,57.73,58.75,52.3,53.15,48.86,50.78,35.53,46.35,53.95,51,42.82,50.24,53.3,47.87,43.48,43.68,47.38,50.55,48.62,59.21,42.43,60.66,44.96,58.53,52.79,50.94,47.4,64.52,40.79,40.92,49.82,55.8,46.9,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922 Jan IDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925 Total adj for addition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
