HEVERSHAM PLUMTREE HALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD496836,Long,-2.774928,Lat,54.245593,Elevation,120,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,4.81,2.84,4.86,4.43,4.81,5.96,5.87,2.59,5.77,6.23,5.81,9.06,4.26,4.26,4.21,4.07,5.84,4.4,11.99,2.46,8.26,4.16,6.28,3.95,6.2,1.63,5.01,3.33,4.78,4.59,2.18,1.18,4.56,6.74,4.39,3.09,4.32,4.53,8.14,2.51,2.24,5.22,3.13,2.19,3.67,2.76,4.07,5.03,4.49,3.27,
February,4.53,5.58,3.4,3.15,5.17,6.16,4.58,1.42,5.55,1.85,3.75,0.25,5.21,5.95,0.73,5.55,7.24,3.81,5.27,1.55,0.38,4.78,0.04,4.22,0.21,5.71,2.18,6.24,1.91,3.33,1.96,3.71,1.62,2.02,1.76,4.94,3.29,0.57,2.67,2.28,4.91,3.4,1.07,1.82,3.06,1.5,0.65,4.02,5.07,1.5,
March,1.52,1.52,6.92,5.05,5.57,2.17,1.7,2.5,2.68,4.21,5.68,5.48,2.86,2.53,3.04,1.34,2.02,3.96,3.7,1.33,3.29,0.8,2.95,3.04,2.74,1.53,2.55,1.59,1.63,1.77,4.41,2.83,3.16,0.92,0.42,2.13,1.54,5.28,2.65,1.72,2.41,4.89,2.89,0.48,2.43,1.39,1.1,3.22,1.37,2.52,
April,2.12,3.69,0.96,4.91,1.23,2.68,2.65,1.78,1.53,2.15,5.78,1.63,2,3.33,2.56,3.79,1.89,2.45,2,1.86,2.13,2.66,2.88,2.16,3.35,4.05,0.78,4.16,0.47,1.71,2.05,1.19,1.89,2.44,2.75,2.16,1.49,3.79,1.98,4.07,2.58,1.85,2.14,2.39,1.19,2.52,1.23,1.01,1.36,4.14,
May,2.15,2.23,2.49,2.68,2.42,1.24,4.05,2.86,2.36,1.98,6.71,3.44,3.38,3.63,7.3,5.77,2.34,2.38,1.01,2.88,1.76,2.4,5.78,2.62,4.99,0.45,1.43,2.69,3.88,0.92,1.13,3.44,3.72,5.37,2.46,3.91,1.96,3.44,2.03,2.92,1.85,1.63,2.65,2.17,3.26,2.9,2.38,3.49,5.38,1.51,
June,1.83,3.02,6.73,3.36,0.86,0.68,2.16,3.29,2.22,2.39,2.07,0.36,2.77,0.91,3.33,0.32,3.94,4.57,7.92,2.28,2.04,7.88,2.03,1.73,2.95,4.94,3.91,3.12,4.22,3.31,0.98,0.45,1.12,3.4,2.82,3.88,3.96,3.52,6.8,0.95,2.64,0.97,3.53,3.03,4.57,4.17,2,2.12,3.84,6.32,
July,3.93,0.73,5.76,0.71,3.88,5.39,4.18,2.03,6.13,1.33,7.35,1.81,6.07,4.62,5.19,2.9,5.15,4.72,7.8,4.79,4.41,6.48,5.81,3.44,2.51,2,4.35,3.52,5.96,6.74,5.75,3.18,4.06,5.02,3.85,2.83,4.79,4.02,1.99,4.16,4.72,3.04,2.3,5.15,5.25,1.62,5.01,3.23,3.42,5.26,
August,6.52,4.63,5.32,2.31,4.06,4.89,3.32,11.08,4.55,4.64,2.57,8.02,5.61,8.08,3.85,5.36,4.03,8.45,7.48,7.95,6.49,3.4,2.57,3.24,4.69,4.02,3.85,2.75,4.07,2.68,1.24,3.8,4.68,7.18,3.63,1.41,5.09,0.21,4.87,2.76,7.78,4.2,4.52,4.19,5.76,1.81,8.54,4.11,4.87,0.57,
September,0.52,4.45,1.61,2.97,4.14,0.76,2.7,4.41,12.09,4.54,3.19,2.15,3.97,5.33,6.73,3.9,5.11,6.94,3.72,1.78,2.6,2.06,5.46,0.8,6.11,9.82,7.02,4.48,2.15,1.8,3.34,1.66,5.39,4.99,5.64,3.91,6.82,3.84,5.77,2,8.54,4.53,3.41,5.77,7.34,2.62,3.46,5.21,6.77,0.92,
October,2.1,6.05,5.74,3.73,2.21,1.36,8.58,8.25,6.6,2.4,1.53,3.07,1.22,8.33,4.91,5.46,3.97,4.78,6.13,6.59,7.95,4.34,8.36,5.36,6.67,6.63,3.77,2.29,9.63,1.84,5.04,6.51,4.59,5.32,4.73,5.29,1.19,0.6,3.11,6.71,4,0.83,3.12,1.87,8.89,2.32,3.7,7.05,5.49,4.46,
