"GATE BURTON",,,,,,,,,,,,
Grid ref,SK850830,Long,-0.724935,Lat,53.337087,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.77,1.03,0.90,,,,,,,,,
February,3.66,1.34,1.48,,,,,,,,,
March,0.55,2.02,1.70,,,,,,,,,
April,1.17,1.34,2.20,,,,,,,,,
May,1.61,1.09,2.63,,,,,,,,,
June,2.98,2.07,2.43,,,,,,,,,
July,3.17,3.79,1.63,,,,,,,,,
August,6.12,1.51,3.52,,,,,,,,,
September,0.97,1.77,0.74,,,,,,,,,
October,2.20,1.56,2.34,,,,,,,,,
November,2.19,2.50,2.10,,,,,,,,,
December,2.07,4.70,1.86,,,,,,,,,
Total,29.46,24.72,23.53,,,,,,,,,
Calc annual,29.46,24.72,23.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
