"GATE BURTON HALL",,,,,,,,,,,,
Grid ref,SK838831,Long,-0.742926,Lat,53.338177,,,,,,,
Station no,2584,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.58,1.85,0.71,1.00,1.68,3.00,1.38,1.94,2.31,4.62,,
February,2.68,0.50,1.56,2.43,2.49,0.94,1.67,2.72,0.56,1.67,,
March,2.55,2.49,0.83,1.55,2.27,0.59,1.60,1.49,1.70,1.31,,
April,0.91,0.83,2.22,0.30,0.88,1.49,0.17,0.34,1.75,1.07,,
May,3.54,1.66,2.68,3.61,2.81,0.44,0.77,1.87,0.33,0.65,,
June,0.97,1.95,2.73,2.60,3.14,3.90,1.95,5.10,0.51,0.67,,
July,1.18,1.11,2.67,1.96,0.30,4.49,4.29,5.79,1.15,3.26,,
August,6.03,1.29,2.03,4.16,0.29,5.65,2.91,1.75,0.74,4.14,,
September,1.58,1.69,1.08,1.98,0.53,1.23,4.26,1.57,0.01,2.24,,
October,1.41,2.07,2.28,3.18,1.14,1.11,0.95,1.84,1.74,4.56,,
November,5.08,1.88,1.46,4.41,1.15,0.84,2.27,0.97,2.10,3.12,,
December,1.72,1.29,1.02,2.43,2.05,1.56,1.80,2.84,3.08,2.57,,
Total,29.23,18.61,21.27,29.61,18.73,25.24,24.02,28.22,15.98,29.88,,
Calc annual,29.23,18.61,21.27,29.61,18.73,25.24,24.02,28.22,15.98,29.88,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
