GIRVAN PINMORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NX205902,Long,-4.820089,Lat,55.173433,Elevation,187,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,,8.3,3.96,5.6,8.65,4.15,4.36,9.55,7.97,6.22,8.7,2.52,10.76,6.51,2.17,2.17,0.72,3.84,6.7,9.36,3.75,5.62,5.79,4.7,4.15,5.51,3.62,3.99,3.02,6.84,2.4,3.36,1.45,2.48,5.36,6.5,3.59,6.06,6.74,6.01,3.34,6.11,3.09,5.25,5.04,4.4,3.42,6.76,6.12,3.76,6.55,5.63,3.43,5.09,5.03,7.1,8.15,7.11,5.14,6.24,4.27,7.93,7.21,9.15,2.2,6.18,8.22,5.65,4.35,6.3,3.49,5.95,7.79,6.99,4.47,2.46
February,,,,,,,4.48,4.23,5.62,4.91,5.14,7.14,7.51,0.86,2.26,1.5,5.53,4.79,2.85,3.93,5.34,4.99,3.39,8.88,7.6,6.16,2.51,2.41,2,3.04,1.3,0.5,2.46,3.85,6.98,1.85,2.57,3.24,6.73,2.69,5.08,3.08,1.97,5.13,4.07,4.32,3.43,3.27,4.28,3.7,10.03,6.29,4.28,2.21,6.41,8.48,4.86,1.48,6.4,1.06,4.2,0.98,4.9,7.23,1.45,6.3,4.18,2.78,4.08,2.68,0.3,4.74,0.05,3.26,0.84,5.59,1.94,6.1,2.75,4.9,1.92
March,,,,,,,5.7,2.44,7.06,1.45,2.06,4.14,4.16,3.18,3.79,1.9,5.06,3.72,2.45,2.66,2.88,6.35,4.06,3.57,4.81,3.97,3.95,2.06,2.16,3.19,3.45,3.3,1.04,2.7,2.82,4.3,5.75,6.19,1.33,2.99,0.72,2.71,4.9,6.82,3.19,4.81,3.14,4.44,5.85,3.47,2.82,1.33,5.67,4.77,6.66,2.45,1.28,2.44,1.37,4.37,5.19,7.24,1.95,2.41,0.96,1.69,3.04,6.09,5.86,1.13,3.29,1.26,3.46,2.85,2.85,1.85,2.97,2.27,2.41,4.97,6.55
April,,,,,,,1.64,6.25,3.45,2.37,2.29,2.97,1.23,0.23,2.71,1.6,1.76,3.16,2.54,1.66,5.32,1.68,3.44,2.4,1.37,3.85,2.08,3.52,2.64,2.43,1.89,2.01,1.22,1.66,1.95,2.72,2.44,2.68,3.37,4.65,4.14,6,2.76,2.15,4.12,3.22,2.38,4.27,2.07,3.12,3.79,4.65,1.91,4.49,3.23,3.79,4.35,3.13,0.78,2.59,3.07,1.78,3.48,2.44,5.45,4.5,2.5,3.27,2.09,1.33,2.15,2.22,3.49,1.49,3,2.92,0.95,3.35,0.55,2.32,1.81
May,,,,,,,1.79,2.44,2.54,1.23,3.3,1.02,2.13,3.1,1.03,3.8,0.81,3.05,3.25,3.86,1.47,2.76,2.21,2.51,5.38,2.28,3.71,2.59,3.87,3.76,3.42,2.6,4.99,1.79,3.07,0.58,0.84,1.4,3.88,3.42,4.47,2.52,3.59,3.51,3.25,1.22,5.48,4.66,2.52,1.8,2.98,2.7,1.6,3.95,3.37,1.47,4.72,3.62,2.52,0.95,4,2.55,3.24,3.47,3.45,5.69,3.1,2.83,1.28,4.43,2.09,2.17,3.3,2.12,4.95,1.08,3.23,1.61,2.93,1.15,1.62
June,,,,,,,2.97,2.07,0.67,2.06,2.88,2.57,5.64,1.62,0.72,3.57,3.25,4.71,3.16,4.86,3.15,4.56,3.71,3.24,0.83,1.08,1.51,1.11,2.61,1.02,5.45,1.03,4.39,2.22,3.46,1.54,4.57,5.65,2.54,1.82,1.74,3.65,1.81,3.09,3.17,2.35,2.51,6.75,3.25,3.05,2.96,3.62,5.88,2.91,0.84,1,2.68,3.16,2.19,4.65,2.74,0.93,4,2.28,2.8,0.55,2.21,4.5,4.38,3.21,2.33,4.26,1.99,2.95,2.15,3.49,2.7,3.16,6.19,2.28,1.49
July,,,,,,,1.46,4.93,1.07,1.6,1.81,2.84,4.19,4.26,3.11,2.16,3.16,4.94,1.01,5.75,3.28,4.51,6.09,3.32,4.62,2.22,3.14,3.99,3.74,3.87,4.54,1.74,3.5,5.24,2.87,3.45,5.92,2.36,1.58,4.62,3.17,0.6,3.53,4.75,4.96,2.82,3.47,3.21,4.58,7.7,5.41,2.9,1.86,0.75,2.9,3.89,4.81,1.89,3.8,1.09,3.75,4.76,3.44,5.03,3.51,2.67,4.17,3.69,2.56,3.06,3.48,3.46,5.37,4.44,2.47,2.19,7.43,3.74,5.79,3.27,5.46
August,,,,,,,5.93,3.46,5.84,2.15,2.06,4.45,3.91,5.67,5.48,3.19,5.95,5.08,3.06,6.66,0.53,3.9,4.05,5.42,3.05,2.73,2.97,2.68,4.71,5.72,3.49,8.03,5.93,5.11,3.37,6.02,3.68,6.1,5.3,1.89,5.12,5.98,2.98,5.85,6.41,5.48,4.45,5.88,4.65,3.41,5.95,2.31,4.85,1.92,4.86,1.66,3.47,4.83,5.86,3.21,4.48,5.4,2.89,8.3,4.64,3,3.21,3.24,5.28,5.53,6.62,2.32,1.84,3.44,4.96,1.71,4.15,3.8,2.67,2.45,2.65
September,,,,,,,6.94,4.73,1.98,3.96,3.7,2.52,6.24,2.93,5.88,7.95,3.03,2.36,7.04,7.26,4.07,2.33,5.7,4.31,5.35,7.57,4.18,5.28,2.52,3.37,5.7,4.56,4.7,3.53,0.22,0.65,4.67,5.24,3.87,6.56,4.27,4.1,5.28,4.31,4.71,3.74,1.88,1.72,5.7,2.82,2,2.49,3.38,3.16,2.62,1.72,1.92,2.95,5.51,4.61,3,2.74,2.62,6.87,6.88,4.37,4.6,6.92,3.15,1.46,5.52,1.73,5.59,0.74,6.44,4.46,4.71,2.88,4.85,2.44,5.34
October,,,,,,,3.11,6.68,7.66,4.41,12.29,4.03,5.33,7.98,9.34,4.83,8.29,7.59,8.11,4,2.8,4.21,3.55,6.12,5.44,5.32,3.68,2.83,1.95,4.74,3.75,9.18,4.58,7.6,5.53,5.49,3.93,2.56,3.58,3.88,8.37,5.85,2.91,10.47,3.14,4.98,10.21,8.49,2.04,8.26,3.01,5.01,4.79,3.16,2.21,4.06,6.97,10.53,7.16,1.7,5.75,5.01,1.99,7.71,3.24,6.18,6.25,5.45,7.94,6.51,9.06,3.97,7.67,4.2,6.54,9.73,5.47,3.99,7.84,2.65,5.4
