"GIRVAN (PINMORE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5271,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,8.22,5.65,4.35,6.30,3.49,5.95,7.79,6.99,4.47,2.46,,
February,4.74,0.05,3.26,0.84,5.59,1.94,6.10,2.75,4.90,1.92,,
March,1.26,3.46,2.85,2.85,1.85,2.97,2.27,2.41,4.97,6.55,,
April,2.22,3.49,1.49,3.00,2.92,0.95,3.35,0.55,2.32,1.81,,
May,2.17,3.30,2.12,4.95,1.08,3.23,1.61,2.93,1.15,1.62,,
June,4.26,1.99,2.95,2.15,3.49,2.70,3.16,6.19,2.28,1.49,,
July,3.46,5.37,4.44,2.47,2.19,7.43,3.74,5.79,3.27,5.46,,
August,2.32,1.84,3.44,4.96,1.71,4.15,3.80,2.67,2.45,2.65,,
September,1.73,5.59,0.74,6.44,4.46,4.71,2.88,4.85,2.44,5.34,,
October,3.97,7.67,4.20,6.54,9.73,5.47,3.99,7.84,2.65,5.40,,
November,10.77,4.60,2.54,1.36,6.46,5.87,0.73,7.82,8.04,6.20,,
December,5.36,8.38,2.15,9.74,3.41,5.87,3.35,4.93,2.45,6.50,,
Total,50.48,51.39,34.53,51.60,46.38,51.24,42.77,55.72,41.39,47.40,,
Calc annual,50.48,51.39,34.53,51.60,46.38,51.24,42.77,55.72,41.39,47.40,,
Difference,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
