"GLASGOW (BOTANIC GARDENS)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5176,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,3.11,5.23,3.76,4.33,1.52,4.56,3.64,5.06,4.04,2.63,,
February,3.10,0.04,3.11,0.48,3.89,1.84,5.00,1.76,4.60,1.52,,
March,0.86,2.06,2.11,2.37,2.08,2.67,1.40,2.64,2.59,4.37,,
April,1.40,3.24,1.85,3.06,2.81,1.02,1.82,0.43,1.79,2.55,,
May,4.56,3.45,2.51,2.42,0.54,1.48,1.80,4.14,1.20,1.08,,
June,4.78,0.90,2.14,2.14,4.99,1.76,2.40,4.90,1.99,0.75,,
July,4.10,3.30,3.52,2.38,1.72,4.75,2.81,3.94,4.17,3.97,,
August,2.15,1.58,2.58,4.34,1.92,2.60,3.36,2.50,1.59,2.08,,
September,1.16,3.63,0.75,4.40,4.79,3.48,2.42,2.83,1.98,3.47,,
October,2.87,6.07,2.57,5.04,7.69,3.81,3.63,7.14,2.61,4.94,,
November,6.27,3.18,1.87,1.08,3.64,3.71,0.35,6.55,6.81,4.66,,
December,3.00,6.78,0.68,4.62,2.74,4.99,2.19,2.93,2.31,4.28,,
Total,37.36,39.46,27.45,36.66,38.33,36.67,30.82,44.82,35.68,36.30,,
Calc annual,37.36,39.46,27.45,36.66,38.33,36.67,30.82,44.82,35.68,36.30,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
