"SHINFIELD CLARES GREEN",,,,,,,,,,,,
Grid ref,SU720671,Long,-0.966433,Lat,51.398374,,,,,,,
Station no,RR4201,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.62,1.17,0.73,2.89,2.67,0.46,,,,,,
February,4.12,1.28,1.12,1.19,3.00,0.60,,,,,,
March,0.99,1.48,1.88,3.48,1.36,4.19,,,,,,
April,0.65,2.30,0.90,1.97,1.22,1.67,,,,,,
May,1.00,0.90,2.34,3.51,3.21,2.00,,,,,,
June,2.38,2.10,2.59,5.33,1.01,4.12,,,,,,
July,0.85,3.03,1.15,3.75,1.57,0.57,,,,,,
August,2.56,2.15,3.49,3.15,2.22,3.14,,,,,,
September,0.58,1.47,0.91,2.16,1.37,1.61,,,,,,
October,2.46,2.12,1.57,8.10,1.58,1.61,,,,,,
November,1.97,0.39,2.55,1.65,1.87,2.72,,,,,,
December,3.09,3.64,1.53,2.50,2.40,0.73,,,,,,
Total,23.27,22.03,20.76,39.68,23.48,23.42,,,,,,
Calc annual,23.27,22.03,20.76,39.68,23.48,23.42,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,,
