"BATTERSEA CREEK YORK ROAD",,,,,,,,,,,,
Grid ref,TQ265759,Long,-0.180222,Lat,51.467938,,,,,,,
Station no,RR4798,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.28,,,,,,,,,,,
February,3.20,,,,,,,,,,,
March,0.77,,,,,,,,,,,
April,0.57,,,,,,,,,,,
May,0.73,,,,,,,,,,,
June,1.66,,,,,,,,,,,
July,0.97,,,,,,,,,,,
August,2.43,,,,,,,,,,,
September,0.49,,,,,,,,,,,
October,1.40,,,,,,,,,,,
November,1.54,,,,,,,,,,,
December,1.97,,,,,,,,,,,
Total,18.01,,,,,,,,,,,
Calc annual,18.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
