BIRSTWITH HALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE242583,Long,-1.632136,Lat,54.020141,Elevation,325,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,,4.7,5.18,4.36,2.1,2.04,3.27,4.34,2.51,6.12,1.99,6.1,2.43,2.93,2.43,2.49,2.26,4.51,3.49,4.84,6.01,2.81,5.11,3.83,4.7,,4.33,3.34,3.16,8.78,1.51,1.88,3.3,3.35,0.8,2.51,2.08,4.62,2.97,3.48,3.35,5.68
February,,,,,,,,,,,2.52,0.26,3.92,6.31,1.4,5.64,3.87,1.63,5.33,1.27,1.28,3.34,0.4,6.03,0.38,4.36,3.01,6.12,2.21,3.36,2.98,4.7,1.78,1.98,,4.44,5.31,4.09,2.44,2.1,7.23,3.63,0.52,2.35,2.9,1.91,2.34,3.34,4.94,0.15,2.55
March,,,,,,,,,,,3.07,2.39,2.83,1.89,1.55,1.43,1.57,3.18,2.05,0.71,2.25,0.78,2.43,2.03,3.35,1.18,3.03,3.78,0.31,2.55,2.52,4.15,2.54,1.01,,1.19,1.79,6.7,1.81,0.98,1.41,3.84,2.16,0.9,2.6,2.43,1.75,2.55,2.21,1.72,2.85
April,,,,,,,,,,,4.94,1.42,3.79,3.67,2.12,4,1.59,2.58,1.62,1.32,3.15,4.21,2.67,1.52,4.05,2.36,1.76,3.19,0.17,1.64,2.87,2.59,1.56,1.72,,2.84,1.55,4.81,3.77,3.16,3.07,1.76,1.61,2.83,0.44,0.84,2.63,0.25,0.93,4,1.9
May,,,,,,,,,,,4.38,2.24,1.21,3.88,4.96,5.8,2.41,2.09,2.55,1.73,1.43,4.35,5.55,3.56,1.99,1.5,2.02,2.95,2.44,1.44,1.15,1.83,3.15,2.66,,3.08,3,4.15,1.04,2,2.46,6.2,1.86,1.77,4.16,2.78,0.87,1.27,4.47,0.85,0.98
June,,,,,,,,,,1,1.79,0.17,1.6,1.4,2.32,0.07,3.85,3.04,4.54,1.33,2.02,6.12,0.67,1.26,2.25,3.3,5.2,2.05,3.79,2.22,0.49,0.27,1.21,2.39,,4.23,3.12,4,3.55,1.01,0.63,1.29,1.98,1.77,1.94,2.1,3.61,1.91,4.17,1.72,1.04
July,,,,,,,,,,2.64,5.45,1.77,6.05,3.65,4.76,1.01,3.94,6.66,0.89,2.87,4.91,5.55,3.98,1.95,1.26,0.89,3.98,2.07,3.66,4.96,4.87,2.13,2.46,2.1,,2.71,4.68,2.46,1.42,2.53,3.26,2.2,1.1,3.15,1.51,1.19,5.47,2.82,3.7,2.1,4.15
August,,,,,,,,,,2.3,2.04,4.93,5.41,4.48,3.15,2.33,3.73,9.07,4.52,2.59,3.84,4.78,2,0.5,1.87,1.97,2.42,1.33,3.38,3.77,0.64,3.52,3.14,3.36,,3.61,5.15,0.95,4.71,2.1,5.92,6.11,3.94,4.28,5.61,1.13,7.01,5.23,2.65,1.09,3.13
September,,,,,,,,,,1.21,1.25,1.36,4.6,2.99,3.71,2.78,2.62,4.36,0.68,0.53,4.01,5.92,2.66,2.59,2.7,5.91,2.59,1.32,1.73,1.38,2.65,0.45,1.87,4.21,,1.92,8.1,2.07,2.98,1.44,5.23,2.43,4.12,2.99,2.65,1.33,4.21,4.18,4.24,0.17,3.98
October,,,,,,,,,,2.96,3.08,2.16,1.26,4.36,3.24,3.22,4.65,5.31,5.73,3.45,2.98,1.24,4.28,4.11,3.32,5.97,2.52,2.47,8.15,3.44,3.8,4.9,2.53,1.47,,5.51,1.9,1.19,1.35,3.55,2.35,1.12,3.84,2.35,5.48,2.46,1.47,3.72,2.77,3,6.65
