"BIRSTWITH HALL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3365,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.70,5.18,4.36,2.10,2.04,3.27,-999.00,2.51,6.12,1.99,6.10,
February,2.52,0.26,3.92,6.31,1.40,5.64,-999.00,1.63,5.33,1.27,1.28,
March,3.07,2.39,2.83,1.89,1.55,1.43,-999.00,3.18,2.05,0.71,2.25,
April,4.94,1.42,3.79,3.67,2.12,4.00,-999.00,2.58,1.62,1.32,3.15,
May,4.38,2.24,1.21,3.88,4.96,5.80,-999.00,2.09,2.55,1.73,1.43,
June,1.79,0.17,1.60,1.40,2.32,0.07,-999.00,3.04,4.54,1.33,2.02,
July,5.45,1.77,6.05,3.65,4.76,1.01,-999.00,6.66,0.89,2.87,4.91,
August,2.04,4.93,5.41,4.48,3.15,2.33,-999.00,9.07,4.52,2.59,3.84,
September,1.25,1.36,4.60,2.99,3.71,2.78,-999.00,4.36,0.68,0.53,4.01,
October,3.08,2.16,1.26,4.36,3.24,3.22,-999.00,5.31,5.73,3.45,2.98,
November,2.53,2.96,1.40,4.41,2.50,1.63,-999.00,4.04,5.67,4.94,5.20,
December,2.80,4.75,6.12,3.96,3.94,5.17,-999.00,3.02,2.59,7.25,3.72,
Total,38.55,29.59,42.55,43.10,35.69,36.35,-999.00,47.49,42.29,29.98,40.89,
Calc annual,38.55,29.59,42.55,43.10,35.69,36.35,0.00,47.49,42.29,29.98,40.89,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-999.00,-0.00,-0.00,0.00,0.00,
