BOREHAM WOOD (SHENLEY ROAD),,,,,,,,,,,,
Grid ref,TQ194965,Long,-0.275397,Lat,51.654618,,,,,,,
Station no,904/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,2.59,4.42,1.66,2.79,2.56,2.28,,
February,,,,,1.77,0.41,3.54,2.90,0.10,1.81,,
March,,,,,1.18,0.99,1.37,1.35,2.36,1.61,,
April,,,,,0.48,1.05,0.23,1.69,2.65,0.59,,
May,,,,,4.67,0.52,1.35,2.79,0.68,2.27,,
June,,,,,1.89,3.00,1.90,4.84,1.08,1.61,,
July,,,,,0.21,4.27,2.88,2.83,2.33,3.88,,
August,,,,,1.45,7.09,2.64,2.58,1.99,2.23,,
September,,,,,1.56,2.67,2.94,4.34,0.02,3.81,,
October,,,,,4.08,2.78,2.07,2.82,2.06,5.86,,
November,,,,,1.74,0.59,2.45,2.40,2.52,4.40,,
December,,,,,2.16,3.90,2.33,3.29,4.34,3.63,,
Total,,,,,23.78,31.69,25.36,34.62,22.69,33.98,,
Calc annual,0.00,0.00,0.00,0.00,23.78,31.69,25.36,34.62,22.69,33.98,,
Difference,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,-0.00,,
