"CHERTSEY (LONG CROSS)",,,,,,,,,,,,
Grid ref,TQ000656,Long,-0.564489,Lat,51.380652,,,,,,,
Station no,240/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.12,2.04,0.88,1.34,2.68,3.84,1.64,2.36,2.19,2.49,,
February,5.95,0.79,1.23,2.25,1.24,0.27,3.06,2.54,0.08,2.18,,
March,3.58,3.35,0.38,2.53,0.96,0.46,0.90,1.52,2.27,1.36,,
April,2.26,1.49,2.49,0.28,0.30,1.18,0.46,0.98,2.03,0.60,,
May,2.77,1.99,1.28,2.51,3.43,0.12,1.09,2.88,0.63,1.79,,
June,1.04,1.63,1.40,3.73,2.48,1.89,1.27,3.90,0.86,1.69,,
July,1.34,0.67,3.47,1.25,0.31,4.24,3.11,1.25,1.87,2.61,,
August,3.43,3.31,1.69,4.51,1.26,4.36,3.13,3.43,1.64,2.60,,
September,2.40,3.85,1.76,2.12,1.55,2.63,2.58,3.40,0.20,2.62,,
October,0.65,3.20,2.76,2.54,3.50,2.60,2.33,2.41,2.55,7.29,,
November,6.55,2.31,1.53,4.41,1.29,0.49,2.68,2.25,2.72,4.12,,
December,1.71,3.20,0.30,1.98,2.29,3.08,1.91,2.76,3.93,2.62,,
Total,34.80,27.83,19.17,29.45,21.29,25.16,24.16,29.68,20.97,31.97,,
Calc annual,34.80,27.83,19.17,29.45,21.29,25.16,24.16,29.68,20.97,31.97,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
