"SUNBURY SUNBURY LODGE",,,,,,,,,,,,
Grid ref,TQ102691,Long,-0.416897,Lat,51.410224,,,,,,,
Station no,RR2449,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.84,0.99,0.82,2.48,2.53,0.94,3.50,0.61,1.89,0.72,,
February,4.10,1.12,0.79,1.13,3.12,0.58,1.40,1.14,0.89,0.37,,
March,0.94,1.89,1.70,2.49,1.41,3.27,1.04,0.71,2.62,3.15,,
April,0.85,1.78,0.65,1.59,1.03,1.01,0.38,2.76,2.44,1.53,,
May,1.22,0.33,2.29,2.46,2.24,0.63,2.12,1.63,1.71,1.69,,
June,2.35,0.82,3.82,6.69,1.02,4.77,2.23,2.56,2.23,3.97,,
July,0.76,3.73,1.60,3.70,2.45,0.86,0.64,1.61,2.60,3.24,,
August,2.40,1.55,3.33,3.53,0.87,2.69,0.95,2.18,2.56,2.23,,
September,0.63,1.74,3.14,3.92,2.22,1.53,1.92,0.60,1.86,2.35,,
October,1.58,1.59,1.64,5.55,1.53,1.19,3.61,4.17,2.35,3.45,,
November,1.68,0.42,1.71,2.13,1.90,2.85,3.99,2.29,0.60,0.82,,
December,2.27,3.19,1.44,1.89,2.01,0.91,2.06,3.03,1.95,2.54,,
Total,21.62,19.15,22.93,37.56,22.33,21.23,23.84,23.29,23.70,26.06,,
Calc annual,21.62,19.15,22.93,37.56,22.33,21.23,23.84,23.29,23.70,26.06,,
Difference,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,,
