"STRATHAVEN DUNSIDE RESERVOIR, LANARKSHIRE W.W.",,,,,,,,,,,,
Grid ref,NS748373,Long,-3.989283,Lat,55.613136,,,,,,,
Station no,5193,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,6.37,,5.01,3.42,7.13,4.36,6.28,7.40,,
February,,,2.25,23.00,3.25,4.41,4.09,4.05,3.65,3.40,,
March,,,6.42,,2.60,5.52,4.12,5.79,6.31,2.18,,
April,,,2.40,2.25,6.64,3.13,2.97,2.58,1.75,3.46,,
May,,,2.98,3.32,3.84,1.70,4.61,4.64,2.79,1.19,,
June,,,1.45,2.22,2.17,1.57,1.88,5.27,3.32,2.63,,
July,,,3.15,4.36,3.41,3.49,3.32,3.32,3.62,5.66,,
August,,,1.58,7.40,6.12,4.42,5.76,5.55,3.67,4.13,,
September,,,2.43,3.73,2.97,3.09,2.16,1.33,6.64,3.01,,
October,,,4.38,8.61,3.13,2.88,7.46,8.85,0.66,7.84,,
November,,,2.72,4.41,2.45,4.05,6.02,3.15,4.61,2.92,,
December,,,8.21,4.94,4.34,5.13,3.56,5.48,3.72,5.14,,
Total,,,44.34,64.24,45.93,42.81,53.08,54.37,47.02,48.96,,
Calc annual,0.00,0.00,44.34,64.24,45.93,42.81,53.08,54.37,47.02,48.96,,
Difference,NaN,NaN,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,-0.00,,
