GARTCOSH (GARTLOCH HOSPITAL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS 681 669,Long,-4.110084,Lat,55.87719,Elevation,291,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,3.34,3.68,2.48,5.51,2.72,4.28,3.64,5.28,7.43,4.49,4.27,3.74,4.15,4.73,5.37,8.58,1.35,5.1,3.31,8.36,3.42,4.11,2.11,4.38,3.4,5.49,4.73,2.12,0.99,5.83,3.56,4.37,2.65,4.37,3.65,6.28,3.68,2.77,4.99,4.25,1.63,4.66,2.46,2.22,5.18,3.39,1.32,3.14
February,,,,3.11,3.63,3.99,5.14,1.15,4.65,0.86,5.1,0.94,3.57,3.88,0.93,3.03,4.74,2.41,4.65,1.67,0.18,3.89,0.05,3.09,0.37,4.01,2,4.86,1.48,4.91,1.54,3.1,1.46,4.21,1.6,5.63,2.9,1.62,3.9,4.1,4.16,2.46,1.52,1.22,2.81,1.91,1.59,2.92,2.69,1.6,2.96
March,,,,4.02,4.89,2.11,2.39,2.4,1.5,2.49,4.01,5.27,1.88,1.27,0.76,1.93,3.19,2.99,2.93,0.93,2.07,1.27,2.44,2.18,2.69,1.85,2.5,1.24,3.1,2.92,4.29,3.35,1.88,1.97,0.83,2.77,2.07,2.62,3.01,1.87,3.14,2.95,2.03,1,2.37,1.56,2.44,3.74,0.99,1.57,1.93
April,,,,2.68,2.51,2.39,3.9,1.82,0.62,2,1.76,0.98,1.84,3.72,2.23,4.58,2.47,3.07,1.07,1.44,1.15,2.07,3.2,1.94,3.58,2.41,1.25,1.79,0.63,1.94,2.84,1.61,1.96,2.59,1.95,1.92,1.46,5.28,2.83,4.44,2.67,2.18,2,2.11,1.61,1.33,1.02,1.85,1.47,2.7,2.76
May,,,,2.83,2.26,1.37,5.58,3.26,1.97,0.66,4.41,2.29,3.53,2.37,4.75,6.22,3.32,2.6,2.33,2.57,1.67,3.89,3.07,2.11,2.12,0.56,0.96,1.77,3.82,0.92,1.1,4.03,2.8,3.71,2.78,3.96,1.55,3.83,1.62,1.85,1.1,1.64,1.87,2.18,3.5,3.11,2.01,2.9,3.3,1.29,2.8
June,,,,3.39,0.94,2.08,3.34,2.45,1.51,4.31,1.4,0.69,2.4,1.07,2.42,0.68,2.64,4.17,4.82,2.76,2.49,5.41,0.89,1.6,2.03,2.9,1.45,3.32,4.86,2.32,0.78,1,1.4,4.26,2.57,4.17,3.5,3.43,6.75,1.23,2.17,1.96,2.62,1.79,3.11,2.09,3.04,2.4,3.05,3.1,2.44
July,,,,1.87,2.83,4.07,3.28,2.41,2.91,0.99,3.91,4.33,3.64,4.97,3.71,1.93,3.7,3.39,2.1,3.3,2.4,5.81,3.67,4.26,2.05,1.74,4.58,2.89,4.22,3.88,4.06,3.68,2.39,2.5,3.81,3.02,3.74,2.41,3.27,2.16,4.92,5.05,2.5,4.72,3.14,1.1,5.66,3.47,5.64,4.85,3.51
August,,,,1.89,3.4,3.06,4.65,4.79,3.8,3,5.83,6.3,2.74,6.66,3.89,4.36,3.57,7.31,3.65,5.66,5.95,2.67,1.41,2.95,4.27,2.1,3.54,3.83,2.94,1.63,2.05,4.52,3.3,5.44,3.26,2.57,3.08,0,6.06,4.39,5.28,4.61,3.31,3.25,4.85,1.45,5.06,4.31,4.54,0.94,2.84
September,,,,2.38,2.09,1.85,1.24,2.59,6.14,2.78,2.81,2.3,3.11,5.48,3.49,3.47,3.88,6.51,2.97,1.34,3.47,1.33,4.56,1,4.35,5.25,4.6,1.87,3.32,2.36,3.65,1.32,4.41,1.81,5.46,4.95,6.53,4.17,5.98,1.3,8.41,2.74,2.75,3.05,4.77,3.6,4.4,2.36,3.77,1.11,2.31
October,,,,1.82,1.65,2.64,6.53,4.99,4.65,1.11,1.64,5.14,1.83,5.05,3.53,3.12,5.04,4.37,5.45,4.82,5.45,3.06,5.73,2.41,5.52,8.41,3.99,3.52,8.16,2.26,4.08,3.77,4.83,7.14,4.57,4.93,0.62,1.62,4.71,5.26,2.57,1.08,3.22,2.01,9.42,2.76,2.73,3.5,2.8,4.09,2.64
November,,,,5.39,4.97,1.38,3.54,8.14,3.66,4.71,4.32,2.62,2.12,4.41,2.59,0.8,5.63,3.44,4.06,6.24,5.07,6.25,3.05,1.75,1.25,4.04,3.73,0.56,6.19,6.75,4.46,2.75,0.64,2.21,7.02,0.61,4.86,4.83,3.23,3.47,2.71,5.86,2.17,6,5.89,1.89,1.4,2,1.96,5.04,5.03
December,,,,3.87,5.66,5.15,5.15,2.96,4.29,5.88,3.53,7.04,3.3,4,4.87,3.08,2.25,1.01,3.72,8.91,3.22,3.42,6.81,0.65,3.27,2.27,4.99,2.28,2.23,1.67,4.11,2.24,3.34,1.38,4.5,2.74,2.91,2.82,4.5,7.3,1.82,5.12,3.27,4.42,5.14,5.92,4.51,4.24,4.55,4.92,4.49
Total,,,,36.59,38.51,32.57,50.25,39.68,39.98,32.43,44,45.33,34.45,47.15,36.91,37.35,45.16,46.64,46.33,40.99,38.22,42.38,43.24,27.36,35.61,37.65,37.97,31.33,46.44,36.29,35.08,32.36,34.24,40.78,42.72,39.92,37.59,36.28,52.14,41.05,41.72,40.64,31.51,33.38,51.27,29.18,36.08,38.87,38.15,32.53,36.85
