"GARTCOSH (GARTLOCH HOSPITAL)",,,,,,,,,,,,
Grid ref,NS673670,Long,-4.122704,Lat,55.877822,,,,,,,
Station no,5184,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.99,4.25,1.63,4.66,2.46,2.22,5.18,3.39,1.32,3.14,,
February,2.46,1.52,1.22,2.81,1.91,1.59,2.92,2.69,1.60,2.96,,
March,2.95,2.03,1.00,2.37,1.56,2.44,3.74,0.99,1.57,1.93,,
April,2.18,2.00,2.11,1.61,1.33,1.02,1.88,1.47,2.70,2.76,,
May,1.64,1.87,2.18,3.50,3.11,2.01,2.90,3.30,1.29,2.80,,
June,1.96,2.62,1.79,3.11,2.09,3.04,2.40,3.05,3.10,2.44,,
July,5.05,2.50,4.72,3.14,1.10,5.66,3.47,5.64,4.85,3.51,,
August,4.61,3.31,3.25,4.85,1.45,5.06,4.31,4.54,0.94,2.84,,
September,2.74,2.75,3.05,4.77,3.60,4.40,2.36,3.77,1.11,2.31,,
October,1.08,3.22,2.01,9.42,2.76,2.73,3.50,2.80,4.09,2.64,,
November,5.86,2.17,6.00,5.89,1.89,1.40,2.00,1.96,5.04,5.03,,
December,5.12,3.27,4.42,5.14,5.92,4.51,4.24,4.55,4.92,4.49,,
Total,40.64,31.51,33.38,51.27,29.18,36.08,38.87,38.15,32.53,36.85,,
Calc annual,40.64,31.51,33.38,51.27,29.18,36.08,38.90,38.15,32.53,36.85,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.03,0.00,0.00,0.00,,
