TOTTERIDGE-GREAT-BUSHEY-DRIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ259942,Long,-0.182312,Lat,51.632531,Elevation,250,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,900/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,2.14,2.63,2.67,4.86,1.78,2.27,1.97,2.02,4.85,1.27,1.01,3.01,1.9,0.89,1.03,2.8,4.04,1.6,2.71,2.34,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,1.75,2.44,1.08,1.47,1.02,1.87,3.2,1.84,1.77,1.32,3.83,5.51,0.88,1.93,2.6,1.99,0.53,3.37,2.69,0.08,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,3.09,3.21,2.36,0.53,0.17,0.72,1.48,6.31,0.85,1.13,0.88,3.92,3.36,0.58,2.79,1.22,1.09,1.44,1.29,1.95,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,1.83,1.98,1.48,1.48,1.62,1.27,1.48,1.82,1.67,1.67,2.19,3.3,1.52,2.68,0.31,0.54,1.22,0.28,1.62,2.45,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,1.53,1.18,2.13,2.87,2.35,0.54,3.3,3.33,0.85,3.36,2.31,1.74,2.31,1.27,1.33,,5.65,0.57,1.31,2.72,0.64,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,1.02,0.73,1.79,0.29,1.38,1.98,1.92,3.2,,2.36,0.56,1.4,0.96,1.42,1.67,4.48,1.97,2.75,0.91,5.17,0.81,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,2.23,2.14,3.98,2.22,1.52,1.34,3.22,3.49,,1,1.19,4.35,0.83,0.67,3.52,3,0.23,4.61,3.23,3.07,2.1,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,3.88,0.25,6.15,2.54,1.59,2.32,1.15,4.61,0.15,2.59,1.9,2.52,3.39,3.37,1.99,3.36,1.31,6.28,2.18,2.86,1.6,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,1.29,1,0.53,1.19,2.37,3.03,1.57,4.56,1.34,1.62,0.39,2.93,3.58,3.56,2.09,,1.62,2.6,2.74,4.47,0.05,4.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,6.12,3.47,1.09,4.31,2.48,3.68,3.98,1.31,0.12,2.53,5.65,0.35,1.17,2.82,2.98,2.58,3.75,2.62,2.14,2.79,1.89,5.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,,,,5.61,7.7,2.37,2.03,1.49,4.09,0.22,4.64,1.15,2.57,2.47,4.98,5.42,3.84,1.48,4.01,1.23,0.56,2.24,2.34,2.68,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,,,,1.36,1.55,1.92,2.99,1.54,1.46,3.39,2.15,2.7,2.94,1.59,2.13,1.93,2.71,0.69,1.68,2.3,3.46,2.18,3.21,4.03,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,,,,26.83,30.22,26.03,23.06,23.03,24.88,35.42,,28.11,21.45,28.31,35.33,27.32,21.83,,24.61,30.33,23.62,34.94,20.62,34.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
