ABERFORD LOTHERTON HALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE449360,Long,-1.3184,Lat,53.8182,Elevation,208,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3282/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,,,,,2.72,0.67,,0.59,2.4,0.86,4.06,2.78,0.91,2.7,0.52,2.28,1.37,3.6,2.24,1.85,3.57,1.17,,1.67,2.76,1.53,5.04,1.82,3.71,1.78,2.16,2.09,1.56,1.43,3.39,2.8,2.46,4.71,3.02,3.75,3.35,3.56,2.83,,,,,,
February,,,,,,,1.15,0.59,,0.76,1.31,1.41,2.57,0.57,1.27,2.27,3.05,0.58,2.13,1.53,0.6,0.18,2.89,3.66,,3.18,2.15,1.22,1.79,0.86,0.57,2.19,0.28,3.74,0.59,2.19,2.28,4.54,1.5,1.43,2.82,3.85,1.45,0.61,1.09,,,,,,
March,,,,,,,1.15,0.56,,2.79,0.27,0.83,3.62,2.39,2.33,1.05,3.43,1.9,1.13,3.53,1.7,0.93,1.64,1.74,1.28,0.58,0.69,1.77,2.6,0.6,2.39,0.18,1.61,1.94,1.92,0.9,1.44,2.53,0.2,2.09,2.46,3.02,1.89,0.64,0.43,,,,,,
April,,,,,,,0.88,0.65,,2.62,1.87,1.02,0.25,2.97,0.48,1.46,0.8,1.51,0.87,1.53,3.06,0.8,2.14,1.26,,2.2,1.28,2.1,0.75,0.84,2.48,3.55,2.02,1.81,2.89,2.07,1.5,3.44,0.03,1.32,2.53,1.82,1.13,0.72,2.16,,,,,,
May,,,,,,,1.89,2.1,,1.62,2.15,1.5,3.57,1.56,1.9,1.39,2.34,1.61,2.33,0.9,2.35,1.22,0.85,2.66,3.35,3.42,2.32,1.67,2.05,1.22,1.77,3,5.92,2.79,1.23,0.86,2.39,3.27,2.76,1.75,0.75,1.4,2.02,2.18,1.02,,,,,,
June,,,,,,,1.95,2.19,,3.68,2.88,3.73,4.8,1.19,1.87,0.63,1.3,2.3,0.91,0.81,1.46,0.35,1.53,0.88,,0.01,3.07,2.29,3.49,1.05,1.3,5.56,0.31,1.9,1.52,2.05,4.15,1.51,2.17,2.18,0.87,0.8,0.83,1.15,2.22,,,,,,
July,,,,,,,1.73,2.02,,2.52,2.87,0.77,3.45,0.61,3.54,3.34,2.03,0.73,2.87,2.71,6.46,0.59,4.37,3,2.56,1,3.09,4.02,0.37,1.97,5.58,3.42,4.27,1.22,1.78,0.38,2.98,2.23,3.06,5.87,4.78,2.23,1.85,1.43,2.06,,,,,,
August,,,,,,,1.7,1.67,,2.54,3.46,1.93,5.54,0.94,1.3,1.66,2.1,4.11,1.75,2.4,1.42,3.95,4.04,2.48,,3.45,2.41,5.93,3.65,2.34,2.96,3.76,1.34,0.4,0.75,2.43,1.69,0.98,4.99,1.52,0.51,2.36,3.3,2.07,6.75,,,,,,
September,,,,,,,0.59,0.55,,1.16,0.16,2.32,0.79,1.25,1.19,1.15,1.41,0.65,6.12,1.03,1.07,0.68,2.21,1.76,,3.08,1.29,3.99,0.21,0.51,3.7,3.71,2.04,1.83,2.35,5.4,2.17,1.33,1.65,3.27,1.44,0.35,1.46,3.16,4.24,,,,,,
October,,,,,,,3.9,5.12,,2.07,2.22,2.21,1.66,2.49,1.88,1,1.51,2.8,1.8,3.17,1.74,1.56,1,1.43,,2.77,2.5,2.01,4.74,2.62,2.48,0.97,3.33,3.58,1.63,4.46,1.49,2.72,2.99,2.01,3.3,2.36,1.91,1.43,2.7,,,,,,
