"BOLTON W.W. (UGLOW) NO.2.",,,,,,,,,,,,
Grid ref,SD758206,Long,-2.367860,Lat,53.681294,,,,,,,
Station no,2892,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.98,4.98,2.37,5.86,3.29,6.51,5.08,5.50,3.94,7.61,,
February,4.24,2.40,2.53,4.16,2.65,1.28,4.23,-999.00,1.15,4.73,,
March,5.48,2.90,3.13,3.61,2.51,2.06,4.85,2.93,2.74,1.57,,
April,2.96,4.08,4.30,1.09,3.85,3.04,0.80,2.00,4.16,3.80,,
May,2.48,2.94,2.99,3.55,5.50,2.58,2.54,5.43,1.10,2.43,,
June,1.59,4.26,3.72,4.05,4.23,3.10,2.54,5.37,3.23,1.63,,
July,4.47,3.03,6.91,8.16,1.46,7.45,9.04,4.57,5.43,9.64,,
August,5.40,6.62,6.34,7.82,1.81,14.57,7.81,4.64,0.66,6.01,,
September,4.19,5.53,6.11,6.99,5.09,4.59,8.71,6.14,0.37,3.95,,
October,0.97,6.08,2.60,10.88,3.54,3.98,8.75,6.22,6.83,4.93,,
November,9.97,3.31,7.09,9.12,3.45,2.67,2.82,2.30,5.92,9.10,,
December,11.39,4.88,2.75,8.41,7.03,5.50,6.77,5.18,11.43,6.72,,
Total,58.12,51.01,50.84,73.70,44.41,57.33,63.94,59.54,46.96,62.12,,
Calc annual,58.12,51.01,50.84,73.70,44.41,57.33,63.94,50.28,46.96,62.12,,
Difference,0.00,-0.00,0.00,0.00,-0.00,-0.00,0.00,9.26,0.00,-0.00,,
