SHERE-COOMBE-END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ069479,Long,-0.4705,Lat,51.22054,Elevation,294,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,194/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,3.8,0.77,4.76,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11,2.39,2.62,2.51,4.75,1.11,1.01,4.64,2.23,1.25,1.48,3.22,4.21,2.24,2.91,3.07,3.17
February,,,,1.05,4.95,5.89,5.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,2.09,2.89,1.72,1.69,1.6,5.26,8.32,0.91,1.73,2.57,1.95,,3.99,2.89,0.08,2.57
March,,,,2.93,4.87,0.79,5.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,1.55,1.39,5.53,0.85,1,1.57,4.22,2.82,0.56,3.11,1.5,0.87,1.42,1.86,3.08,2.25
April,,,,2.53,1.19,1.94,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,1.22,2.97,2.08,1.78,2.02,3.16,3.13,1.54,2.35,0.43,0.36,1.6,0.36,1.3,2.83,0.93
May,,,,2.31,1.57,2.91,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79,1.72,3.39,1.69,2.65,2,1.12,2.76,2.59,2.28,1.95,3.84,0.25,1.73,2.87,0.58,2.1
June,,,,0.67,0.8,1.55,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77,2.57,2.6,2.87,3.73,0.64,1.45,1.05,1.66,1.63,3.77,2.27,2.84,1.45,4.27,0.76,2.24
July,,,,2.63,1.8,4.5,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67,4.83,2.02,1.16,1.45,1.06,3.52,1.91,1.86,4.53,3.24,0.85,4.64,4.07,1.59,2.5,2.68
August,,,,1.91,1.55,1.5,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,2.19,5.23,0.57,4.21,1.76,3.19,4.23,3,1.75,2.98,1.21,4.21,2.59,3.69,2.48,3.83
September,,,,2.52,0.87,2.4,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52,2.51,4.5,1.39,2.02,0.61,3.48,3.44,3.18,2.65,2.44,2.12,2.72,2.7,4.19,0.16,3.02
October,,,,4.73,2.06,3.09,5.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.47,3.57,1.05,0.39,1.99,8.15,0.31,1.09,3.44,3.4,2.41,4.38,1.51,1.71,2.75,3.09,7.58
November,,,,2.81,3.68,2.92,6.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,0.29,5.26,1.25,1.78,3.38,6.27,8.9,3.2,1.91,5.66,2,0.88,3.26,2.3,4.15,5.14
December,,,,1.6,9.33,6.18,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.76,4.35,3.55,3.27,4.67,1.7,2.23,3.38,2.7,0.86,2.63,2.83,4.7,2.52,3.33,5.51,3.67
Total,,,,29.49,33.44,38.43,38.49,,,,,,,,,,,,,,,28.94,30.19,27.22,30.78,41.68,36.15,39.07,27.12,36.24,31.38,31.29,28.78,27.28,25.09,29.28,37.47,24.43,31.57,25.03,32.57,47.07,29.13,24.9,32.67,26.53,,28.04,33.95,28.29,39.18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913-1916 Observer was Bertram Warren From 1931 B R Warren so taken to be same gauge Diameter height match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913 Total corrected as all monthly values seem correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931-1943 Totals and monthly values 1944-1950 received late so not printed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956 Feb Part estimated ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post 1960 known as Shere SRC_ID 6416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931-1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
