"LOUGH NAVER (MUDALE ALTNAHARRA)",,,,,,,,,,,,
Grid ref,NC533357,Long,-4.503759,Lat,58.285364,,,,,,,
Station no,5801/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,2.56,7.40,,,,,,
February,,,,,5.40,,,,,,,
March,,,,,2.73,,,,,,,
April,,,,2.54,1.06,,,,,,,
May,,,,3.81,4.40,,,,,,,
June,,,,2.98,1.51,,,,,,,
July,,,,3.04,0.65,,,,,,,
August,,,,2.71,0.52,,,,,,,
September,,,,4.33,5.00,,,,,,,
October,,,,7.25,7.52,,,,,,,
November,,,,5.85,2.90,,,,,,,
December,,,,13.15,9.09,,,,,,,
Total,,,,,43.34,,,,,,,
Calc annual,0.00,0.00,0.00,45.66,43.34,7.40,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,0.00,NaN,NaN,NaN,NaN,NaN,,
