TURNBERRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS203062,Long,-4.833428,Lat,55.316958,Elevation,30,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5262/8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,1.54,1.88,2.6,2.47,2.52,3,2.98,2.18,,,3.85,6.92,2.73,3.1,3.8,2.17,2.75,4.16,5.37,,,4.01,4.92,3.06,3.91,2.54,2.88,5.49,5.34,,,0.47,4.27,3.13,4.25,3.64,5.15,3.43,6.61,4.37,3,3.88,5.7,1.91,4.23,2.98,-999,4.07,,,
February,3.99,3.22,1.99,1.04,3.38,3.68,2.58,1.96,,,3.05,0.52,3.12,4.24,0.48,3.72,2.67,1.28,2.29,,0.5,3.97,0.03,2.34,0.4,5.35,1.3,4.83,2.02,,,2.13,1.3,2.46,1.74,3.67,2.7,0.1,2.31,3.38,3.03,3.19,2.02,1.2,,2.25,0.77,2.7,2.97,1.66,
March,0.9,1.09,3.02,2.25,2.99,1.15,0.48,1.95,1.18,1.99,3.66,6.12,1.13,1.29,0.85,1.26,1.37,2.82,2.31,,,0.7,2.5,2.75,1.64,1.56,1.44,0.69,1.89,,,,2,1.95,0.33,2.14,2.25,4.09,3.57,2.06,2.01,2.96,1.48,0.51,,1.39,1.35,3.89,,2.01,1.4
April,2.24,2.42,1.03,2.29,1.82,1.99,2.28,1.56,,0.91,1.56,0.99,1.58,1.64,1.89,2.19,1.71,2.24,,,,1.24,2.73,1.91,2.44,2,0.76,2.17,0.48,,1.64,,0.86,2.58,2.01,1.1,1.34,3.91,1.59,4,3.07,2.29,1.18,1.42,,2.64,0.96,2.16,2.35,1.9,2.72
May,1.68,1.29,0.95,2.16,1.18,0.88,2.48,2.19,,0.62,3.27,1.78,3.25,1.32,3.14,5.52,2.19,1.96,,,1.23,2.32,2.49,2.13,3.33,0.89,3.53,0.98,2.3,,1.41,,1.55,2.41,2.7,2.7,0.39,4.4,0.85,1.81,1.37,1.7,1.49,2.05,1.38,3.41,1.85,1.82,3.27,1.11,1.46
June,2.49,2.29,3.32,2.48,0.49,1.09,1.19,2.16,,4.41,2.35,0.49,2.7,1.4,2.58,0.41,1.45,3.4,,,2.54,,1.73,1.63,1.97,2.49,1.73,3.16,3.73,,1.15,0.97,1.55,3.07,2.93,3.29,1.68,3.47,4.09,0.71,2.72,2.14,2.75,0.75,5.32,3.59,2.27,1.78,2.87,2.79,2.05
July,3.39,2.37,1.24,0.78,1.85,3.08,2.78,1.88,,1.01,3.54,3.06,2.04,3.07,2.4,1.98,2.81,2.44,,3.35,2.6,,4.5,2.54,2.27,1.36,6.74,3.84,4.66,,4.07,2.95,2.49,1.51,1.87,2.01,3.16,2.7,2.93,1.59,3.5,2.23,3.27,6.18,3.85,1.66,4.96,3.66,3.92,3.31,3.32
August,3.46,1.65,1.85,1.27,3.42,3.25,3.14,4.11,,2.4,4.11,3.87,2.69,5.19,3.24,1.77,2.99,3.49,,4.67,,1.86,1.64,3.11,4.05,1.42,3.64,3.04,2.07,,1.88,4.15,3.57,4.11,2.75,2.51,1.88,0.17,3.89,,3.48,4.5,6.51,3.71,4.71,1.5,5.58,4.01,4.5,0.94,5.17
September,1.35,2.36,1.6,2.16,1.56,0.86,0.89,2,,4.05,2.37,1.98,1.46,4.67,4.95,2.02,3.47,4.74,,1.18,,1.13,3.58,0.84,3.95,4.29,3.89,1.26,2.83,,6.39,1.83,3.43,2.91,4.73,3.73,4.64,4.46,5.73,,8.14,2.22,2.81,4.52,4.13,3.44,3.73,3.79,2.97,1.9,2.99
October,1.7,2.4,2.81,1.87,1.29,1.8,4.17,7.11,,1.14,2.83,3.14,1.62,3.93,2.07,3.01,4.18,3.97,,,,4.22,5.19,2.17,4.89,7.36,5,2.11,7.25,,3.87,4.24,4.93,5.4,4.07,3.14,0.52,1.81,5.55,,4,0.88,4.16,3.83,7.24,2.21,2.7,4.38,2.51,5.76,1.6
November,3.23,3.3,2.78,3.84,2.85,1.21,2.58,4.36,,2.28,1.94,2.06,2.08,3.96,2.36,1.11,2.73,3.1,,,4.49,7.49,3.58,1.34,0.83,4.25,4.19,0.52,4.77,,4.68,2.36,0.72,2.4,5.08,0.44,5.16,6.29,2.74,,3.11,6.04,2.59,5.42,4.35,1.69,1.93,1.81,1.83,3.92,5.58
December,1.96,5.2,3.6,2.84,3.82,4,4.05,2.4,,4.83,3.02,4.69,2.27,3.74,3.14,2.46,1.37,0.7,,,,2.58,7.24,1.68,5.93,1.69,4.55,1.82,2.78,,4.72,1.43,3.61,2.16,4.86,3.35,4.32,2.35,4.5,,1.43,7.15,3.97,3.71,5.34,4.39,5,,,4.67,
Total,27.93,29.47,26.79,25.45,27.17,25.99,29.6,33.86,,,35.55,35.62,26.67,37.55,30.9,27.62,29.69,34.3,,,,,40.13,25.5,35.61,35.2,39.65,29.91,40.12,,,,30.28,34.09,37.32,31.72,33.19,37.18,44.36,,38.86,39.18,37.93,35.21,,31.15,33.08,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918 02 Deleted queried,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1919 01,02 +T deleted est",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
